	NRxnMetInHMR2	NRxnMetInList	
SM pool[l]	6.0000	0.0000	
SM pool[r]	6.0000	0.0000	
SMCFA-blood-pool[s]	2.0000	0.0000	
S-methyl-5-thio-D-ribulose-1-phosphate[c]	2.0000	0.0000	
sn-glycero-3-phospho-1-inositol[c]	2.0000	0.0000	
sn-glycerol-3-PC[c]	3.0000	2.0000	
sn-glycerol-3-PE[c]	2.0000	2.0000	
sn-glycerol-3-phosphate[c]	71.0000	65.0000	
sn-glycerol-3-phosphate[m]	6.0000	3.0000	
sn-glycerol-3-phosphate[p]	2.0000	0.0000	
somatostatin fragment 3-14[c]	1.0000	0.0000	
somatostatin[c]	1.0000	0.0000	
sorbitol-3-phosphate[c]	1.0000	0.0000	
S-palmitoylprotein[c]	1.0000	0.0000	
spermic acid 1[c]	1.0000	0.0000	
spermidine dialdehyde[c]	3.0000	0.0000	
spermidine dialdehyde[p]	3.0000	0.0000	
spermidine dialdehyde[s]	3.0000	0.0000	
spermidine monoaldehyde 1[c]	3.0000	0.0000	
spermidine monoaldehyde 1[p]	2.0000	0.0000	
spermidine monoaldehyde 1[s]	2.0000	0.0000	
spermidine monoaldehyde 2[c]	3.0000	0.0000	
spermidine monoaldehyde 2[p]	2.0000	0.0000	
spermidine monoaldehyde 2[s]	2.0000	0.0000	
spermidine[c]	13.0000	3.0000	
spermidine[p]	5.0000	1.0000	
spermidine[s]	3.0000	0.0000	
spermine dialdehyde[c]	2.0000	0.0000	
spermine dialdehyde[p]	2.0000	0.0000	
spermine dialdehyde[s]	2.0000	0.0000	
spermine monoaldehyde[c]	3.0000	0.0000	
spermine monoaldehyde[p]	2.0000	0.0000	
spermine monoaldehyde[s]	2.0000	0.0000	
spermine[c]	6.0000	2.0000	
spermine[p]	3.0000	1.0000	
spermine[s]	3.0000	0.0000	
sphinganine[c]	7.0000	5.0000	
sphinganine[r]	2.0000	0.0000	
sphinganine-1-phosphate[c]	5.0000	2.0000	
sphinganine-1-phosphate[r]	3.0000	0.0000	
sphinganine-1-phosphate[s]	2.0000	0.0000	
sphingosine[c]	8.0000	3.0000	
sphingosine[g]	1.0000	0.0000	
sphingosine[l]	3.0000	0.0000	
sphingosine[r]	2.0000	0.0000	
sphingosine[s]	2.0000	1.0000	
sphingosine-1-phosphate[c]	5.0000	3.0000	
sphingosine-1-phosphate[r]	3.0000	0.0000	
sphingosine-1-phosphate[s]	3.0000	1.0000	
sphingosylphosphorylcholine[c]	3.0000	0.0000	
sphingosylphosphorylcholine[s]	2.0000	0.0000	
squalene 2,3-oxide[c]	2.0000	2.0000	
squalene[c]	2.0000	2.0000	
S-succinyldihydrolipoamide[m]	3.0000	3.0000	
STAR[c]	4.0000	0.0000	
STAR[l]	2.0000	0.0000	
STAR[m]	2.0000	0.0000	
starch structure 1[s]	2.0000	0.0000	
starch structure 2[s]	3.0000	0.0000	
stearate[c]	14.0000	5.0000	
stearate[l]	2.0000	0.0000	
stearate[r]	3.0000	1.0000	
stearate[s]	6.0000	3.0000	
stearidonic acid[c]	13.0000	4.0000	
stearidonic acid[l]	2.0000	0.0000	
stearidonic acid[r]	3.0000	1.0000	
stearidonic acid[s]	5.0000	2.0000	
stearoylcarnitine[c]	3.0000	3.0000	
stearoylcarnitine[m]	2.0000	2.0000	
stearoylcarnitine[r]	2.0000	1.0000	
stearoyl-CoA[c]	20.0000	11.0000	
stearoyl-CoA[m]	3.0000	3.0000	
stearoyl-CoA[p]	2.0000	0.0000	
stearoyl-CoA[r]	3.0000	1.0000	
succinate semialdehyde[m]	3.0000	0.0000	
succinate[c]	18.0000	4.0000	
succinate[m]	16.0000	8.0000	
succinate[p]	2.0000	0.0000	
succinate[s]	4.0000	0.0000	
succinyl-CoA[c]	1.0000	0.0000	
succinyl-CoA[m]	9.0000	5.0000	
sucrose[s]	2.0000	1.0000	
sulfate[c]	30.0000	8.0000	
sulfate[l]	71.0000	0.0000	
sulfate[m]	5.0000	0.0000	
sulfate[r]	5.0000	0.0000	
sulfate[s]	9.0000	4.0000	
sulfatide galactocerebroside[c]	2.0000	0.0000	
sulfatide galactocerebroside[g]	2.0000	0.0000	
sulfatide galactocerebroside[l]	2.0000	0.0000	
sulfatide[l]	2.0000	0.0000	
sulfite[c]	11.0000	0.0000	
sulfite[m]	7.0000	1.0000	
sulfite[s]	2.0000	0.0000	
sulfochenodeoxycholate[c]	6.0000	0.0000	
sulfochenodeoxycholate[s]	4.0000	0.0000	
sulfoglycolithocholate[c]	6.0000	0.0000	
sulfoglycolithocholate[s]	4.0000	0.0000	
sulfotaurolithocholate[c]	7.0000	0.0000	
sulfotaurolithocholate[s]	6.0000	0.0000	
tachysterol 3[c]	1.0000	0.0000	
TAG epoxide[c]	2.0000	0.0000	
tagatose-1,6-bisphosphate[c]	2.0000	2.0000	
TAG-chylomicron pool[s]	3.0000	0.0000	
TAG-extraction[s]	2.0000	0.0000	
TAG-LD pool[c]	6.0000	4.0000	
TAG-LD pool[l]	2.0000	0.0000	
TAG-LD pool[r]	3.0000	1.0000	
TAG-VLDL pool[s]	3.0000	1.0000	
T-antigen[g]	4.0000	0.0000	
taurine[c]	11.0000	3.0000	
taurine[p]	6.0000	1.0000	
taurine[s]	3.0000	2.0000	
taurochenodeoxycholate[c]	8.0000	0.0000	
taurochenodeoxycholate[p]	2.0000	0.0000	
taurochenodeoxycholate[s]	9.0000	0.0000	
taurocholate[c]	10.0000	0.0000	
taurocholate[p]	2.0000	0.0000	
taurocholate[s]	11.0000	0.0000	
taurodeoxycholate[c]	2.0000	0.0000	
taurodeoxycholate[p]	2.0000	0.0000	
taurolithocholate[c]	7.0000	0.0000	
taurolithocholate[p]	1.0000	0.0000	
taurolithocholate[s]	5.0000	0.0000	
tauroursodeoxycholate[c]	5.0000	0.0000	
tauroursodeoxycholate[s]	5.0000	0.0000	
testosterone glucuronide[c]	2.0000	0.0000	
testosterone glucuronide[r]	2.0000	0.0000	
testosterone glucuronide[s]	2.0000	0.0000	
testosterone sulfate[c]	2.0000	0.0000	
testosterone sulfate[s]	2.0000	0.0000	
testosterone[c]	6.0000	0.0000	
testosterone[r]	8.0000	0.0000	
testosterone[s]	2.0000	0.0000	
tetracosanoylcarnitine[c]	2.0000	2.0000	
tetracosanoylcarnitine[r]	2.0000	1.0000	
tetracosanoyl-CoA[c]	16.0000	7.0000	
tetracosanoyl-CoA[p]	3.0000	2.0000	
tetracosanoyl-CoA[r]	3.0000	1.0000	
tetradecanoyl-[ACP][c]	3.0000	2.0000	
tetradecanoylcarnitine[c]	3.0000	3.0000	
tetradecanoylcarnitine[m]	2.0000	2.0000	
tetradecanoylcarnitine[r]	2.0000	1.0000	
tetradecenoylcarnitine(5)[c]	3.0000	3.0000	
tetradecenoylcarnitine(5)[m]	2.0000	2.0000	
tetradecenoylcarnitine(5)[r]	2.0000	1.0000	
tetradecenoylcarnitine(7)[c]	3.0000	3.0000	
tetradecenoylcarnitine(7)[m]	2.0000	2.0000	
tetradecenoylcarnitine(7)[r]	2.0000	1.0000	
tetradecenoylcarnitine(9)[c]	3.0000	3.0000	
tetradecenoylcarnitine(9)[m]	2.0000	2.0000	
tetradecenoylcarnitine(9)[r]	2.0000	1.0000	
tetraHCA[c]	2.0000	0.0000	
tetraHCA[m]	2.0000	0.0000	
tetrahydrobiopterin[c]	12.0000	4.0000	
tetrahydrobiopterin[n]	2.0000	0.0000	
tetrahydropteroyltri-L-glutamate[c]	1.0000	0.0000	
THF[c]	20.0000	10.0000	
THF[l]	2.0000	0.0000	
THF[m]	9.0000	2.0000	
THF[s]	3.0000	2.0000	
THF-hexaglutamate[c]	2.0000	1.0000	
thiamin[c]	3.0000	2.0000	
thiamin[s]	2.0000	1.0000	
thiamin-P[c]	4.0000	2.0000	
thiamin-P[m]	2.0000	0.0000	
thiamin-P[s]	2.0000	1.0000	
thiamin-PP[c]	7.0000	2.0000	
thiamin-PP[m]	5.0000	2.0000	
thiamin-PPP[c]	3.0000	0.0000	
thiamin-PPP[s]	2.0000	0.0000	
thiocyanate[c]	4.0000	0.0000	
thiocyanate[m]	2.0000	1.0000	
thiocyanate[s]	2.0000	0.0000	
thiocysteine[c]	1.0000	0.0000	
thiol[c]	1.0000	0.0000	
thiopurine[c]	1.0000	0.0000	
thioredoxin[c]	15.0000	9.0000	
thioredoxin[m]	3.0000	1.0000	
thioredoxin[n]	2.0000	0.0000	
thiosulfate[c]	4.0000	0.0000	
thiosulfate[m]	3.0000	1.0000	
thiosulfate[s]	2.0000	0.0000	
threonate[c]	1.0000	0.0000	
threonine[c]	83.0000	58.0000	
threonine[l]	18.0000	0.0000	
threonine[m]	2.0000	0.0000	
threonine[s]	58.0000	57.0000	
thromboxane A2[c]	2.0000	0.0000	
thromboxane A2[r]	3.0000	0.0000	
thromboxane A2[s]	2.0000	0.0000	
thromboxane B2[c]	7.0000	0.0000	
thromboxane B2[r]	2.0000	0.0000	
thromboxane B2[s]	5.0000	0.0000	
thymidine[c]	8.0000	6.0000	
thymidine[l]	2.0000	1.0000	
thymidine[m]	3.0000	3.0000	
thymidine[s]	4.0000	1.0000	
thymine[c]	5.0000	1.0000	
thymine[m]	2.0000	0.0000	
thymine[s]	2.0000	0.0000	
thyroxine[c]	9.0000	0.0000	
thyroxine[r]	2.0000	0.0000	
thyroxine[s]	7.0000	0.0000	
tiglyl-CoA[m]	4.0000	2.0000	
Tn-antigen[g]	9.0000	0.0000	
Tn-antigen[l]	2.0000	0.0000	
tolbutamide[c]	2.0000	0.0000	
tolbutamide[s]	2.0000	0.0000	
trans,cis,cis,cis,cis-2,10,13,16,19-docosapentaenoyl-CoA[c]	2.0000	2.0000	
trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA[c]	2.0000	2.0000	
trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA[c]	2.0000	2.0000	
trans,cis,cis,cis-2,11,14,17-eicosatetraenoyl-CoA[c]	2.0000	2.0000	
trans,cis,cis,cis-2,13,16,19-docosatetraenoyl-CoA[c]	2.0000	2.0000	
trans,cis,cis-2,11,14-eicosatrienoyl-CoA[c]	2.0000	2.0000	
trans,cis,cis-2,13,16-docasatrienoyl-CoA[c]	2.0000	2.0000	
trans,cis,cis-2,7,10-hexadecatrienoyl-CoA[m]	3.0000	3.0000	
trans,cis,cis-2,7,10-hexadecatrienoyl-CoA[p]	3.0000	0.0000	
trans,cis,cis-2,9,12-octadecatrienoyl-CoA[m]	2.0000	2.0000	
trans,cis,cis-2,9,12-octadecatrienoyl-CoA[p]	2.0000	1.0000	
trans,cis-2,11-docosadienoyl-CoA[c]	2.0000	2.0000	
trans,cis-2,11-eicosadienoyl-CoA[c]	2.0000	2.0000	
trans,cis-2,11-eicosadienoyl-CoA[m]	2.0000	2.0000	
trans,cis-2,11-eicosadienoyl-CoA[p]	2.0000	2.0000	
trans,cis-2,13-docosadienoyl-CoA[c]	2.0000	2.0000	
trans,cis-2,13-docosadienoyl-CoA[m]	2.0000	2.0000	
trans,cis-2,13-docosadienoyl-CoA[p]	2.0000	2.0000	
trans,cis-2,13-eicosadienoyl-CoA[c]	2.0000	2.0000	
trans,cis-2,13-eicosadienoyl-CoA[m]	2.0000	2.0000	
trans,cis-2,13-eicosadienoyl-CoA[p]	2.0000	1.0000	
trans,cis-2,15-tetracosadienoyl-CoA[c]	2.0000	2.0000	
trans,cis-2,15-tetracosadienoyl-CoA[p]	2.0000	2.0000	
trans,cis-2,17-hexacosadienoyl-CoA[c]	2.0000	2.0000	
trans,cis-2,17-hexacosadienoyl-CoA[p]	2.0000	2.0000	
trans,cis-2,8,11-eicosatrienoyl-CoA[c]	2.0000	2.0000	
trans,cis-2,9-eicosadienoyl-CoA[c]	2.0000	2.0000	
trans,cis-hexadeca-2,7-dienoyl-CoA[m]	2.0000	2.0000	
trans,cis-hexadeca-2,7-dienoyl-CoA[p]	2.0000	2.0000	
trans,cis-hexadeca-2,9-dienoyl-CoA[m]	2.0000	2.0000	
trans,cis-hexadeca-2,9-dienoyl-CoA[p]	2.0000	0.0000	
trans,cis-lauro-2,6-dienoyl-CoA[m]	2.0000	2.0000	
trans,cis-lauro-2,6-dienoyl-CoA[p]	2.0000	0.0000	
trans,cis-myristo-2,5-dienoyl-CoA[m]	2.0000	2.0000	
trans,cis-myristo-2,5-dienoyl-CoA[p]	2.0000	2.0000	
trans,cis-myristo-2,7-dienoyl-CoA[m]	2.0000	2.0000	
trans,cis-myristo-2,7-dienoyl-CoA[p]	2.0000	0.0000	
trans,cis-octadeca-2,11-dienoyl-CoA[m]	2.0000	2.0000	
trans,cis-octadeca-2,11-dienoyl-CoA[p]	2.0000	0.0000	
trans,cis-octadeca-2,9-dienoyl-CoA[m]	2.0000	2.0000	
trans,cis-octadeca-2,9-dienoyl-CoA[p]	2.0000	2.0000	
trans,trans,cis-geranyl-geranyl-pp[c]	2.0000	1.0000	
trans-2,3-dehydropristanoyl-CoA[p]	2.0000	0.0000	
trans-2-all-cis-6,9,12,15,18-tetracosahexaenoyl-CoA[p]	2.0000	0.0000	
trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA[c]	2.0000	0.0000	
trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA[m]	3.0000	2.0000	
trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA[p]	2.0000	0.0000	
trans-2-cis,cis-5,8-tetradecatrienoyl-CoA[m]	2.0000	2.0000	
trans-2-cis,cis-5,8-tetradecatrienoyl-CoA[p]	2.0000	0.0000	
trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA[m]	1.0000	0.0000	
trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA[p]	1.0000	0.0000	
trans-3,4-dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene[c]	2.0000	0.0000	
trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA[m]	1.0000	0.0000	
trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA[p]	1.0000	0.0000	
trans-3-cis-8,11,14-eicosatetraenoyl-CoA[m]	2.0000	2.0000	
trans-3-cis-8,11,14-eicosatetraenoyl-CoA[p]	2.0000	0.0000	
trans-3-decenoyl-CoA[m]	2.0000	2.0000	
trans-3-decenoyl-CoA[p]	2.0000	1.0000	
trans-4,5-epoxy-(2E)-decenal[c]	1.0000	0.0000	
trans-4-hydroxy-L-proline[c]	4.0000	3.0000	
trans-4-hydroxy-L-proline[m]	4.0000	3.0000	
trans-5,6-dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene[c]	2.0000	0.0000	
trehalose[s]	2.0000	0.0000	
TRH[c]	1.0000	0.0000	
trichloroacetate[c]	3.0000	0.0000	
trichloroethanol glucuronide[c]	2.0000	0.0000	
trichloroethanol[c]	3.0000	0.0000	
trichloroethene[c]	4.0000	0.0000	
trichloroethene[s]	2.0000	0.0000	
tricosanoic acid[c]	13.0000	4.0000	
tricosanoic acid[l]	2.0000	0.0000	
tricosanoic acid[r]	3.0000	1.0000	
tricosanoic acid[s]	5.0000	2.0000	
tricosanoylcarnitine[c]	2.0000	2.0000	
tricosanoylcarnitine[r]	2.0000	1.0000	
tricosanoyl-CoA[c]	15.0000	6.0000	
tricosanoyl-CoA[p]	2.0000	1.0000	
tricosanoyl-CoA[r]	3.0000	1.0000	
tridecanoyl-[ACP][c]	3.0000	2.0000	
tridecanoylcarnitine[c]	3.0000	3.0000	
tridecanoylcarnitine[m]	2.0000	2.0000	
tridecanoylcarnitine[r]	2.0000	1.0000	
tridecanoyl-CoA[c]	13.0000	4.0000	
tridecanoyl-CoA[m]	3.0000	3.0000	
tridecanoyl-CoA[r]	3.0000	1.0000	
tridecylic acid[c]	14.0000	4.0000	
tridecylic acid[l]	2.0000	0.0000	
tridecylic acid[r]	3.0000	1.0000	
tridecylic acid[s]	5.0000	2.0000	
triiodothyronine[c]	13.0000	1.0000	
triiodothyronine[r]	5.0000	0.0000	
triiodothyronine[s]	7.0000	0.0000	
trimethylamine[c]	1.0000	0.0000	
trimethylamine-N-oxide[c]	1.0000	0.0000	
trioxilin A3[c]	2.0000	1.0000	
trioxilin A3[p]	2.0000	1.0000	
trioxilin A3[r]	2.0000	1.0000	
trioxilin B3[c]	2.0000	0.0000	
triphosphate[c]	3.0000	0.0000	
triphosphate[m]	3.0000	2.0000	
triphosphate[n]	2.0000	0.0000	
tRNA containing 5-aminomethyl-2-thiouridine[c]	1.0000	0.0000	
tRNA containing 5-methylaminomethyl-2-thiouridylate[c]	1.0000	0.0000	
tRNA containing 6-isopentenyladenosine[c]	1.0000	0.0000	
tRNA containing N2-methylguanine[c]	1.0000	0.0000	
tRNA containing N7-methylguanine[c]	1.0000	0.0000	
tRNA(ala)[c]	25.0000	1.0000	
tRNA(arg)[c]	25.0000	1.0000	
tRNA(asn)[c]	24.0000	1.0000	
tRNA(asp)[c]	25.0000	1.0000	
tRNA(cys)[c]	21.0000	1.0000	
tRNA(gln)[c]	25.0000	1.0000	
tRNA(glu)[c]	25.0000	1.0000	
tRNA(gly)[c]	25.0000	1.0000	
tRNA(his)[c]	23.0000	1.0000	
tRNA(ile)[c]	23.0000	1.0000	
tRNA(leu)[c]	25.0000	1.0000	
tRNA(lys)[c]	25.0000	1.0000	
tRNA(met)[c]	26.0000	1.0000	
tRNA(phe)[c]	25.0000	1.0000	
tRNA(pro)[c]	25.0000	1.0000	
tRNA(ser)[c]	25.0000	1.0000	
tRNA(thr)[c]	25.0000	1.0000	
tRNA(trp)[c]	21.0000	1.0000	
tRNA(tyr)[c]	24.0000	1.0000	
tRNA(val)[c]	25.0000	1.0000	
tRNA[c]	2.0000	0.0000	
tRNA-guanine[c]	3.0000	0.0000	
tRNA-pseudouridine[c]	1.0000	0.0000	
tRNA-queuine[c]	1.0000	0.0000	
tRNA-uridine[c]	1.0000	0.0000	
tryptamine[c]	4.0000	0.0000	
tryptophan[c]	84.0000	57.0000	
tryptophan[l]	17.0000	0.0000	
tryptophan[s]	58.0000	56.0000	
type I A glycolipid[c]	2.0000	0.0000	
type I A glycolipid[g]	2.0000	0.0000	
type I B glycolipid[c]	3.0000	0.0000	
type I B glycolipid[g]	2.0000	0.0000	
type I H glycolipid[g]	4.0000	0.0000	
type II A antigen[c]	2.0000	0.0000	
type II B antigen[c]	2.0000	0.0000	
type II H glycolipid[g]	4.0000	0.0000	
type III A glycolipid[c]	3.0000	0.0000	
type III A glycolipid[g]	2.0000	0.0000	
type III A glycolipid[s]	2.0000	0.0000	
type III H glycolipid[c]	2.0000	0.0000	
type III H glycolipid[g]	2.0000	0.0000	
type IIIAb[c]	3.0000	0.0000	
type IIIAb[g]	2.0000	0.0000	
type IIIAb[s]	2.0000	0.0000	
tyramine[c]	4.0000	0.0000	
tyramine-O-sulfate[c]	2.0000	0.0000	
tyramine-O-sulfate[s]	2.0000	0.0000	
tyrosine[c]	93.0000	58.0000	
tyrosine[l]	18.0000	0.0000	
tyrosine[m]	3.0000	0.0000	
tyrosine[s]	58.0000	56.0000	
ubiquinol[m]	16.0000	10.0000	
ubiquinone[m]	14.0000	10.0000	
ubiquitin C terminal thiolester[c]	1.0000	0.0000	
ubiquitin[c]	2.0000	0.0000	
UDP[c]	87.0000	20.0000	
UDP[g]	126.0000	0.0000	
UDP[l]	5.0000	0.0000	
UDP[m]	2.0000	1.0000	
UDP[n]	11.0000	11.0000	
UDP[r]	33.0000	0.0000	
UDP[s]	3.0000	2.0000	
UDP-galactose[c]	30.0000	5.0000	
UDP-galactose[g]	55.0000	1.0000	
UDP-galactose[r]	3.0000	0.0000	
UDP-glucose[c]	14.0000	9.0000	
UDP-glucose[g]	1.0000	0.0000	
UDP-glucose[r]	4.0000	0.0000	
UDP-glucuronate[c]	29.0000	4.0000	
UDP-glucuronate[g]	11.0000	0.0000	
UDP-glucuronate[r]	28.0000	1.0000	
UDP-N-acetyl-D-galactosamine[c]	17.0000	2.0000	
UDP-N-acetyl-D-galactosamine[g]	16.0000	1.0000	
UDP-N-acetyl-D-galactosamine[l]	5.0000	0.0000	
UDP-N-acetyl-D-galactosamine[r]	1.0000	0.0000	
UDP-N-acetylglucosamine[c]	16.0000	4.0000	
UDP-N-acetylglucosamine[g]	50.0000	1.0000	
UDP-N-acetylglucosamine[r]	3.0000	0.0000	
UDP-xylose[c]	2.0000	1.0000	
UDP-xylose[g]	3.0000	1.0000	
UDP-xylose[r]	3.0000	0.0000	
umbelliferone[c]	2.0000	0.0000	
umbelliferone[s]	2.0000	0.0000	
UMP[c]	35.0000	21.0000	
UMP[g]	8.0000	4.0000	
UMP[l]	2.0000	0.0000	
UMP[m]	2.0000	0.0000	
UMP[n]	7.0000	7.0000	
UMP[r]	8.0000	1.0000	
UMP[s]	4.0000	2.0000	
undecanoyl-[ACP][c]	2.0000	2.0000	
undecanoyl-CoA[c]	2.0000	0.0000	
undecanoyl-CoA[m]	3.0000	2.0000	
undecylic acid[c]	2.0000	1.0000	
undecylic acid[s]	3.0000	1.0000	
uracil[c]	8.0000	0.0000	
uracil[s]	2.0000	0.0000	
urate radical[c]	3.0000	0.0000	
urate[c]	11.0000	1.0000	
urate[p]	3.0000	0.0000	
urate[s]	5.0000	1.0000	
urea[c]	6.0000	2.0000	
urea[m]	3.0000	1.0000	
urea[s]	4.0000	1.0000	
ureidoglycolate[c]	2.0000	0.0000	
uridine[c]	13.0000	8.0000	
uridine[l]	2.0000	1.0000	
uridine[m]	2.0000	1.0000	
uridine[n]	2.0000	0.0000	
uridine[s]	5.0000	2.0000	
urocanate[c]	3.0000	1.0000	
uroporphyrin I[c]	1.0000	0.0000	
uroporphyrin III[c]	1.0000	0.0000	
uroporphyrinogen I[c]	2.0000	0.0000	
uroporphyrinogen III[c]	4.0000	2.0000	
ursodeoxycholate[c]	4.0000	0.0000	
ursodeoxycholate[s]	4.0000	0.0000	
UTP[c]	17.0000	15.0000	
UTP[m]	2.0000	2.0000	
UTP[n]	7.0000	6.0000	
UTP[s]	4.0000	1.0000	
V3(NeuAc)2-Gb5Cer[c]	2.0000	0.0000	
V3(NeuAc)2-Gb5Cer[s]	2.0000	0.0000	
V3Fuc,III3Fuc-nLc6Cer[c]	1.0000	0.0000	
V3Fuc-nLc6Cer[c]	2.0000	0.0000	
V3Fuc-nLc6Cer[g]	2.0000	0.0000	
valeric acid[c]	2.0000	1.0000	
valeric acid[s]	3.0000	1.0000	
valine[c]	82.0000	57.0000	
valine[l]	18.0000	0.0000	
valine[m]	3.0000	0.0000	
valine[s]	59.0000	56.0000	
vanillylmandelate[c]	3.0000	1.0000	
VI2Fuc-nLc6[c]	4.0000	0.0000	
VI2Fuc-nLc6[g]	4.0000	0.0000	
VI3NeuAc-nLc6Cer[c]	3.0000	0.0000	
VI3NeuAc-nLc6Cer[g]	2.0000	0.0000	
VI3NeuAc-nLc6Cer[s]	2.0000	0.0000	
vitamin D2[c]	2.0000	0.0000	
vitamin D2[m]	2.0000	0.0000	
vitamin D2[s]	2.0000	0.0000	
vitamin D3[c]	5.0000	0.0000	
vitamin D3[m]	2.0000	0.0000	
vitamin D3[s]	2.0000	0.0000	
vitamin K epoxide[c]	1.0000	0.0000	
vitamin K[c]	2.0000	0.0000	
VLDL remnant[l]	2.0000	1.0000	
VLDL remnant[s]	4.0000	2.0000	
VLDL[r]	2.0000	0.0000	
VLDL[s]	4.0000	1.0000	
xanthine[c]	8.0000	1.0000	
xanthine[p]	4.0000	0.0000	
xanthosine[c]	3.0000	2.0000	
xanthosine-5-phosphate[c]	6.0000	4.0000	
xanthurenate[c]	4.0000	1.0000	
xanthurenate[s]	2.0000	0.0000	
xanthurenate-8-O-beta-D-glucoside[c]	1.0000	0.0000	
ximenic acid[c]	13.0000	4.0000	
ximenic acid[l]	2.0000	0.0000	
ximenic acid[r]	3.0000	1.0000	
ximenic acid[s]	5.0000	2.0000	
XTP[c]	2.0000	0.0000	
XTP[s]	2.0000	0.0000	
xylitol[c]	5.0000	3.0000	
xylitol[s]	2.0000	0.0000	
Xyl-L-Ser-[protein][g]	2.0000	0.0000	
Xyl-L-Ser-[protein][r]	2.0000	0.0000	
zinc[c]	4.0000	2.0000	
zinc[g]	1.0000	0.0000	
zinc[r]	1.0000	0.0000	
zinc[s]	3.0000	2.0000	
zymosterol[c]	3.0000	0.0000	
phylloquinol[c]	1.0000	0.0000	
GM4[l]	1.0000	0.0000	
glycogen[c]	4.0000	1.0000	
glycogen[s]	2.0000	0.0000	
5,6-dihydroxyindole[c]	2.0000	0.0000	
indole-5,6-quinone[c]	2.0000	0.0000	
D-alanyl-D-alanine[c]	1.0000	0.0000	
sedoheptulose[c]	2.0000	0.0000	
sedoheptulose-1-phosphate[c]	1.0000	0.0000	
5-Phosphonooxy-L-lysine[c]	2.0000	0.0000	
3-oxopropionyl-CoA[m]	2.0000	1.0000	
insulin-(SS)[c]	1.0000	0.0000	
Insulin-(SH)2[c]	1.0000	0.0000	
(-)-trans-carveol[x]	1.0000	0.0000	
(+)-alpha-pinene[x]	1.0000	0.0000	
(1R,2S)-naphthalene 1,2-oxide[x]	1.0000	0.0000	
(24R)-24,25-dihydroxycalciol[x]	1.0000	0.0000	
(5-L-glutamyl)-L-amino acid[x]	1.0000	0.0000	
(R)-3-hydroxybutanoate[x]	1.0000	0.0000	
(S)-3-sulfolactate[x]	1.0000	0.0000	
[protein]-L-lysine[x]	1.0000	0.0000	
1,1-dichloroethylene[x]	1.0000	0.0000	
1,2-dibromoethane[x]	1.0000	0.0000	
10-formyl-THF[x]	1.0000	0.0000	
10-formyl-THF-glu(5)[x]	1.0000	0.0000	
10-formyl-THF-glu(6)[x]	1.0000	0.0000	
10-formyl-THF-glu(7)[x]	1.0000	0.0000	
12-hydroxydodecanoic acid[x]	1.0000	0.0000	
13-cis-retinoyl-glucuronide[x]	1.0000	0.0000	
14-hydroxytetradecanoic acid[x]	1.0000	0.0000	
16-glucuronide-estriol[x]	1.0000	0.0000	
16-hydroxyhexadecanoic acid[x]	1.0000	0.0000	
19-hydroxytestosterone[x]	1.0000	0.0000	
1-alkyl-2-lysoglycerol-3-phosphocholine[x]	1.0000	0.0000	
1-methylnicotinamide[x]	1.0000	0.0000	
1-nitronaphthalene[x]	1.0000	0.0000	
1-organyl-2-lyso-sn-glycero-3-phosphocholine[x]	1.0000	0.0000	
2,6-dimethylheptanoyl-carnitine[x]	1.0000	0.0000	
20alpha-hydroxy-4-pregnen-3-one[x]	1.0000	0.0000	
24R,25-dihyoxyvitamin D2[x]	1.0000	0.0000	
25-hydroxyvitamin D2[x]	1.0000	0.0000	
2-acetyl-1-alkyl-sn-glycero-3-phosphocholine[x]	1.0000	0.0000	
2-hydroxybutyrate[x]	1.0000	0.0000	
2-methylcitrate[x]	1.0000	0.0000	
3,4-dihydroxyphenylethyleneglycol[x]	1.0000	0.0000	
3,5,3-triiodothyronine-4-sulfate[x]	1.0000	0.0000	
3,8-LD1[x]	1.0000	0.0000	
3-deoxy-D-glycero-D-galacto-2-nonulosonic acid[x]	1.0000	0.0000	
3-mercaptolactate-cysteine-disulfide[x]	1.0000	0.0000	
4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone[x]	1.0000	0.0000	
4-aminobutyrate[x]	1.0000	0.0000	
4-hydroxy-17beta-estradiol[x]	1.0000	0.0000	
4-hydroxy-debrisoquine[x]	1.0000	0.0000	
4-hydroxyphenylacetate[x]	1.0000	0.0000	
4-hydroxyretinoic acid[x]	1.0000	0.0000	
4-hydroxy-tolbutamide[x]	1.0000	0.0000	
4-nitrocatechol[x]	1.0000	0.0000	
4-nitrophenyl-phosphate[x]	1.0000	0.0000	
4-nitrophenyl-sulfate[x]	1.0000	0.0000	
4-pyridoxate[x]	1.0000	0.0000	
