	NRxnMetInHMR2	NRxnMetInList	
NO[c]	2.0000	0.0000	
NO[s]	2.0000	0.0000	
noladin-ether[c]	1.0000	0.0000	
nonadecanoylcarnitine[c]	3.0000	3.0000	
nonadecanoylcarnitine[m]	2.0000	2.0000	
nonadecanoylcarnitine[r]	2.0000	1.0000	
nonadecanoyl-CoA[c]	15.0000	6.0000	
nonadecanoyl-CoA[m]	3.0000	3.0000	
nonadecanoyl-CoA[r]	3.0000	1.0000	
nonadecylic acid[c]	13.0000	4.0000	
nonadecylic acid[l]	2.0000	0.0000	
nonadecylic acid[r]	3.0000	1.0000	
nonadecylic acid[s]	5.0000	2.0000	
nonanoic acid[c]	3.0000	1.0000	
nonanoic acid[s]	3.0000	1.0000	
nonanoyl-[ACP][c]	2.0000	2.0000	
nonanoyl-CoA[c]	2.0000	0.0000	
nonanoyl-CoA[m]	3.0000	2.0000	
noradrenaline[c]	15.0000	0.0000	
noradrenaline[s]	9.0000	0.0000	
noradrenochrome[c]	3.0000	0.0000	
noradrenochrome-O-semiquinone[c]	1.0000	0.0000	
norepinephrine sulfate[c]	2.0000	0.0000	
norepinephrine sulfate[s]	2.0000	0.0000	
norlaudanosoline[c]	1.0000	0.0000	
normetanephrine[c]	2.0000	0.0000	
N-pantothenoylcysteine[c]	3.0000	2.0000	
N-pantothenoylcysteine[m]	2.0000	1.0000	
N-retinylidene-N-retinylethanolamine[c]	6.0000	0.0000	
N-substituted amino acid[c]	1.0000	0.0000	
N-substituted aminoacyl tRNA[c]	1.0000	0.0000	
N-tetradecanoylglycylpeptide[c]	1.0000	0.0000	
N-trimethyl-2-aminoethylphosphonate[c]	1.0000	0.0000	
O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine[c]	7.0000	3.0000	
O2[c]	386.0000	48.0000	
O2-[c]	21.0000	0.0000	
O2[g]	1.0000	0.0000	
O2[l]	3.0000	0.0000	
O2[m]	91.0000	5.0000	
O2-[m]	2.0000	0.0000	
O2[n]	10.0000	0.0000	
O2-[n]	2.0000	0.0000	
O2[p]	82.0000	16.0000	
O2-[p]	2.0000	0.0000	
O2[r]	87.0000	0.0000	
O2[s]	12.0000	1.0000	
O2-[s]	3.0000	0.0000	
O2-4a-cyclic-tetrahydrobiopterin[c]	2.0000	2.0000	
O2-4a-cyclic-tetrahydrobiopterin[n]	2.0000	2.0000	
OAA[c]	7.0000	2.0000	
OAA[m]	8.0000	6.0000	
OAA[p]	2.0000	0.0000	
O-acetylcarnitine[c]	4.0000	2.0000	
O-acetylcarnitine[m]	2.0000	2.0000	
O-acetylcarnitine[p]	2.0000	1.0000	
O-acetylcarnitine[r]	2.0000	0.0000	
O-butanoylcarnitine[c]	2.0000	2.0000	
O-butanoylcarnitine[m]	2.0000	2.0000	
ocosatetraenoylcarnitine[c]	3.0000	3.0000	
ocosatetraenoylcarnitine[m]	2.0000	2.0000	
ocosatetraenoylcarnitine[r]	2.0000	1.0000	
octadecatrienoylcarnitine[c]	3.0000	3.0000	
octadecatrienoylcarnitine[m]	2.0000	2.0000	
octadecatrienoylcarnitine[r]	2.0000	1.0000	
octadecenoylcarnitine(11)[c]	3.0000	3.0000	
octadecenoylcarnitine(11)[m]	2.0000	2.0000	
octadecenoylcarnitine(11)[r]	2.0000	1.0000	
octadecenoylcarnitine(5)[c]	3.0000	3.0000	
octadecenoylcarnitine(5)[m]	2.0000	2.0000	
octadecenoylcarnitine(5)[r]	2.0000	1.0000	
octadecenoylcarnitine(7)[c]	3.0000	3.0000	
octadecenoylcarnitine(7)[m]	2.0000	2.0000	
octadecenoylcarnitine(7)[r]	2.0000	1.0000	
octanoate radical[c]	1.0000	0.0000	
octanoic acid[c]	2.0000	1.0000	
octanoic acid[s]	3.0000	1.0000	
octanoyl-[ACP][c]	4.0000	2.0000	
octanoyl-CoA[c]	3.0000	1.0000	
octanoyl-CoA[m]	4.0000	3.0000	
octanoyl-CoA[p]	3.0000	3.0000	
O-D-mannosylprotein[c]	1.0000	0.0000	
oleate[c]	14.0000	5.0000	
oleate[l]	2.0000	0.0000	
oleate[r]	3.0000	0.0000	
oleate[s]	6.0000	3.0000	
oleoyl-CoA[c]	16.0000	7.0000	
oleoyl-CoA[m]	3.0000	3.0000	
oleoyl-CoA[p]	2.0000	2.0000	
oleoyl-CoA[r]	3.0000	0.0000	
omega-3-arachidonic acid[c]	13.0000	4.0000	
omega-3-arachidonic acid[l]	2.0000	0.0000	
omega-3-arachidonic acid[r]	3.0000	1.0000	
omega-3-arachidonic acid[s]	5.0000	2.0000	
omega-carboxy-trinor-LTB4[m]	2.0000	0.0000	
omega-carboxy-trinor-LTB4[p]	2.0000	0.0000	
omega-COOH-dinor-LTE4-CoA[p]	3.0000	1.0000	
omega-COOH-tetranor-LTE3[p]	1.0000	0.0000	
omega-COOH-tetranor-LTE3-CoA[p]	3.0000	0.0000	
omeprazole[c]	2.0000	0.0000	
omeprazole[s]	2.0000	0.0000	
O-methylhippurate[c]	1.0000	0.0000	
O-phospho-L-homoserine[c]	2.0000	0.0000	
O-phosphoprotamine[c]	1.0000	0.0000	
O-propanoylcarnitine[c]	3.0000	3.0000	
O-propanoylcarnitine[m]	2.0000	2.0000	
O-propanoylcarnitine[p]	2.0000	2.0000	
ornithine[c]	50.0000	47.0000	
ornithine[m]	12.0000	11.0000	
ornithine[s]	39.0000	37.0000	
orotate[c]	3.0000	2.0000	
orotate[s]	2.0000	0.0000	
orotidine-5-phosphate[c]	2.0000	2.0000	
oxalate[c]	10.0000	3.0000	
oxalate[m]	4.0000	0.0000	
oxalate[p]	1.0000	0.0000	
oxalate[s]	4.0000	3.0000	
oxalosuccinate[c]	2.0000	2.0000	
oxalosuccinate[m]	3.0000	3.0000	
oxalosuccinate[p]	2.0000	1.0000	
oxidized adrenal ferredoxin[c]	3.0000	0.0000	
oxidized dithiothreitol[c]	2.0000	0.0000	
oxidized ferredoxin[c]	2.0000	0.0000	
oxidized ferredoxin[m]	1.0000	0.0000	
oxidized thioredoxin[c]	13.0000	9.0000	
oxidized thioredoxin[m]	3.0000	1.0000	
oxidized thioredoxin[n]	2.0000	0.0000	
oxo-xanthurenate[c]	1.0000	0.0000	
oxytocin 1-8[c]	1.0000	0.0000	
oxytocin[c]	1.0000	0.0000	
P1,P4-bis(5-adenosyl)-tetraphosphate[c]	1.0000	0.0000	
P1,P4-bis(5-guanosyl)-tetraphosphate[c]	1.0000	0.0000	
PA6[g]	2.0000	0.0000	
PA6[l]	2.0000	0.0000	
PA6[s]	4.0000	1.0000	
paclitaxel[c]	2.0000	0.0000	
paclitaxel[s]	2.0000	0.0000	
palmitate[c]	18.0000	6.0000	
palmitate[l]	2.0000	0.0000	
palmitate[p]	4.0000	0.0000	
palmitate[r]	6.0000	1.0000	
palmitate[s]	7.0000	3.0000	
palmitolate[c]	13.0000	4.0000	
palmitolate[l]	2.0000	0.0000	
palmitolate[r]	3.0000	1.0000	
palmitolate[s]	5.0000	2.0000	
palmitoleoyl-carnitine[c]	3.0000	3.0000	
palmitoleoyl-carnitine[m]	2.0000	2.0000	
palmitoleoyl-carnitine[r]	2.0000	1.0000	
palmitoleoyl-CoA[c]	14.0000	5.0000	
palmitoleoyl-CoA[m]	3.0000	3.0000	
palmitoleoyl-CoA[p]	2.0000	0.0000	
palmitoleoyl-CoA[r]	3.0000	1.0000	
palmitoyl-CoA[c]	20.0000	9.0000	
palmitoyl-CoA[m]	3.0000	3.0000	
palmitoyl-CoA[p]	6.0000	2.0000	
palmitoyl-CoA[r]	4.0000	1.0000	
pantetheine[c]	5.0000	2.0000	
pantetheine[m]	2.0000	0.0000	
pantothenate[c]	5.0000	4.0000	
pantothenate[s]	4.0000	3.0000	
PAP[c]	33.0000	4.0000	
PAP[g]	42.0000	0.0000	
PAP[l]	2.0000	0.0000	
PAPS[c]	33.0000	6.0000	
PAPS[g]	42.0000	1.0000	
PAPS[l]	2.0000	0.0000	
paragloboside[c]	6.0000	0.0000	
PC-LD pool[c]	16.0000	11.0000	
PC-LD pool[g]	3.0000	0.0000	
PC-LD pool[l]	6.0000	0.0000	
PC-LD pool[r]	7.0000	1.0000	
PC-LD pool[s]	2.0000	0.0000	
PE-LD pool[c]	15.0000	8.0000	
PE-LD pool[g]	1.0000	0.0000	
PE-LD pool[l]	5.0000	0.0000	
PE-LD pool[m]	1.0000	0.0000	
PE-LD pool[r]	15.0000	0.0000	
PE-LD pool[s]	2.0000	0.0000	
PE-NME-LD pool[c]	2.0000	2.0000	
pentadecanoyl-[ACP][c]	3.0000	2.0000	
pentadecanoylcarnitine[c]	3.0000	3.0000	
pentadecanoylcarnitine[m]	2.0000	2.0000	
pentadecanoylcarnitine[r]	2.0000	1.0000	
pentadecanoyl-CoA[c]	13.0000	4.0000	
pentadecanoyl-CoA[m]	3.0000	3.0000	
pentadecanoyl-CoA[r]	3.0000	1.0000	
pentadecylic acid[c]	14.0000	4.0000	
pentadecylic acid[l]	2.0000	0.0000	
pentadecylic acid[r]	3.0000	1.0000	
pentadecylic acid[s]	5.0000	2.0000	
pentaglutamyl-folate(DHF)[c]	3.0000	2.0000	
pentaglutamyl-folate(DHF)[l]	3.0000	0.0000	
pentaglutamyl-folate(DHF)[m]	2.0000	0.0000	
pentaglutamyl-folate(DHF)[s]	3.0000	2.0000	
pentaglutamyl-folate(THF)[c]	4.0000	2.0000	
pentaglutamyl-folate(THF)[l]	3.0000	0.0000	
pentaglutamyl-folate(THF)[m]	3.0000	0.0000	
pentaglutamyl-folate(THF)[s]	3.0000	2.0000	
pentanoyl-[ACP][c]	2.0000	2.0000	
pentanoyl-CoA[c]	2.0000	0.0000	
pentanoyl-CoA[m]	3.0000	2.0000	
pentyl radical[c]	1.0000	0.0000	
PEP[c]	15.0000	13.0000	
PEP[m]	4.0000	4.0000	
PE-PS-LD pool[c]	2.0000	2.0000	
peptide sans lysine[r]	2.0000	0.0000	
peptide-2-(3-carboxy-3-aminopropyl)-L-histidine[c]	1.0000	0.0000	
peptide-2-[3-carboxy-3-(methylammonio)propyl]-L-histidine[c]	1.0000	0.0000	
peptide-3-hydroxy-L-aspartate[c]	1.0000	0.0000	
peptide-L-aspartate[c]	2.0000	0.0000	
peptide-L-methionine-(S)-S-oxide[c]	1.0000	0.0000	
peptide-L-methionine[c]	1.0000	0.0000	
peptidyl-allysyl-peptide[c]	1.0000	0.0000	
peptidylamidoglycolate[c]	1.0000	0.0000	
peptidylglycine[c]	1.0000	0.0000	
peptidyl-L-lysyl-peptide[c]	1.0000	0.0000	
peptidylproline-(omega=0)[c]	1.0000	0.0000	
peptidylproline-(omega=180)[c]	1.0000	0.0000	
perillic acid[c]	1.0000	0.0000	
perillic acid[m]	1.0000	0.0000	
perillyl alcohol[c]	2.0000	0.0000	
perillyl alcohol[s]	2.0000	0.0000	
perillyl aldehyde[c]	1.0000	0.0000	
perillyl aldehyde[m]	1.0000	0.0000	
peroxynitrite[c]	3.0000	0.0000	
PG-CL pool[m]	2.0000	1.0000	
PGH3[c]	2.0000	0.0000	
PGH3[n]	2.0000	1.0000	
PGP-CL pool[m]	2.0000	1.0000	
phenethylamine[c]	2.0000	0.0000	
phenylacetaldehyde[c]	4.0000	0.0000	
phenylacetaldehyde[m]	3.0000	0.0000	
phenylacetate[c]	4.0000	0.0000	
phenylacetate[m]	2.0000	0.0000	
phenylacetyl-CoA[c]	3.0000	0.0000	
phenylacetylglutamine[c]	2.0000	0.0000	
phenylacetylglutamine[s]	2.0000	0.0000	
phenylacetylglycine[c]	2.0000	0.0000	
phenylacetylglycine[s]	2.0000	0.0000	
phenylalanine[c]	88.0000	59.0000	
phenylalanine[l]	18.0000	0.0000	
phenylalanine[m]	3.0000	0.0000	
phenylalanine[s]	58.0000	57.0000	
phenylpyruvate[c]	3.0000	0.0000	
phosphatidate-bile-PC pool[c]	2.0000	0.0000	
phosphatidate-CL pool[m]	2.0000	2.0000	
phosphatidate-LD-PC pool[c]	5.0000	3.0000	
phosphatidate-LD-PC pool[g]	2.0000	0.0000	
phosphatidate-LD-PC pool[r]	2.0000	0.0000	
phosphatidate-LD-PE pool[c]	4.0000	2.0000	
phosphatidate-LD-PI pool[c]	3.0000	2.0000	
phosphatidate-LD-PS pool[c]	3.0000	2.0000	
phosphatidate-LD-SM pool[c]	2.0000	2.0000	
phosphatidate-LD-TAG pool[c]	5.0000	2.0000	
phosphatidate-LD-TAG pool[r]	1.0000	0.0000	
phosphatidylinositol-3,4,5-trisphosphate[c]	6.0000	6.0000	
phosphatidylinositol-3,4,5-trisphosphate[n]	4.0000	0.0000	
phosphatidylinositol-3,5-bisphosphate[c]	5.0000	5.0000	
phosphatidylinositol-3,5-bisphosphate[r]	1.0000	0.0000	
phosphatidylinositol-4,5-bisphosphate[c]	8.0000	7.0000	
phosphatidylinositol-4,5-bisphosphate[n]	7.0000	0.0000	
phospho-[beta adrenergic receptor][c]	1.0000	0.0000	
phosphocholine[c]	9.0000	3.0000	
phosphocholine[g]	2.0000	0.0000	
phosphocholine[l]	2.0000	0.0000	
phosphodimethylethanolamine[c]	2.0000	0.0000	
phospholipids extracellular pool[s]	2.0000	0.0000	
phosphopantetheine[c]	6.0000	2.0000	
phosphopantetheine[m]	4.0000	0.0000	
phosphoprotein[c]	2.0000	2.0000	
phosphorhodopsin[c]	1.0000	0.0000	
phylloquinone[c]	2.0000	0.0000	
phylloquinone[s]	2.0000	0.0000	
physeteric acid[c]	13.0000	4.0000	
physeteric acid[l]	2.0000	0.0000	
physeteric acid[r]	3.0000	1.0000	
physeteric acid[s]	5.0000	2.0000	
phytanic acid[c]	3.0000	0.0000	
phytanic acid[p]	2.0000	0.0000	
phytanic acid[s]	2.0000	0.0000	
phytanoyl-CoA[c]	2.0000	0.0000	
phytanoyl-CoA[p]	3.0000	0.0000	
phytoceramide pool[c]	2.0000	0.0000	
phytosphingosine[c]	2.0000	0.0000	
PI pool[c]	17.0000	10.0000	
PI pool[g]	3.0000	0.0000	
PI pool[l]	3.0000	0.0000	
PI pool[n]	7.0000	0.0000	
PI pool[r]	8.0000	0.0000	
Pi[c]	350.0000	182.0000	
Pi[g]	3.0000	0.0000	
Pi[l]	27.0000	0.0000	
Pi[m]	47.0000	14.0000	
Pi[n]	11.0000	0.0000	
Pi[p]	4.0000	0.0000	
Pi[r]	18.0000	0.0000	
Pi[s]	24.0000	16.0000	
picolinic acid[c]	1.0000	0.0000	
plasminogen[c]	3.0000	0.0000	
plasminogen[l]	2.0000	0.0000	
plasminogen[s]	2.0000	0.0000	
PNP[c]	3.0000	1.0000	
PNP[s]	3.0000	1.0000	
polynucleotide[c]	2.0000	0.0000	
porphobilinogen[c]	2.0000	2.0000	
PPARA[c]	1.0000	0.0000	
PPARA[l]	1.0000	0.0000	
PPARA[n]	1.0000	0.0000	
PPE-NME2-LD pool[c]	2.0000	2.0000	
PPi[c]	187.0000	132.0000	
PPi[m]	34.0000	11.0000	
PPi[n]	8.0000	2.0000	
PPi[p]	14.0000	6.0000	
PPi[r]	68.0000	58.0000	
PPi[s]	2.0000	0.0000	
pregn-5-ene-3,20-dione[c]	2.0000	0.0000	
pregn-5-ene-3,20-dione-17-ol[c]	2.0000	0.0000	
pregnenolone sulfate[c]	3.0000	0.0000	
pregnenolone sulfate[r]	2.0000	0.0000	
pregnenolone[c]	9.0000	0.0000	
pregnenolone[m]	3.0000	0.0000	
pregnenolone[r]	4.0000	0.0000	
presqualene-PP[c]	2.0000	2.0000	
previtamin D3[c]	4.0000	0.0000	
pristanic acid[p]	1.0000	0.0000	
procollagen-5-hydroxy-L-lysine[c]	2.0000	0.0000	
procollagen-L-lysine[c]	1.0000	0.0000	
progesterone[c]	8.0000	0.0000	
progesterone[r]	3.0000	0.0000	
progesterone[s]	2.0000	0.0000	
proline[c]	89.0000	60.0000	
proline[l]	18.0000	0.0000	
proline[m]	9.0000	3.0000	
proline[s]	61.0000	58.0000	
propane-1,2-diol[c]	5.0000	5.0000	
propanoate[c]	13.0000	13.0000	
propanoate[m]	3.0000	3.0000	
propanoate[p]	1.0000	0.0000	
propanoate[s]	11.0000	10.0000	
propanoyl-[ACP][c]	2.0000	2.0000	
propanoyl-CoA[c]	10.0000	6.0000	
propanoyl-CoA[m]	27.0000	7.0000	
propanoyl-CoA[p]	9.0000	2.0000	
propinol adenylate[c]	2.0000	2.0000	
propinol adenylate[m]	2.0000	2.0000	
prostaglandin A1[c]	8.0000	2.0000	
prostaglandin A1[s]	5.0000	0.0000	
prostaglandin A2[c]	8.0000	2.0000	
prostaglandin A2[s]	5.0000	0.0000	
prostaglandin B1[c]	6.0000	0.0000	
prostaglandin B1[s]	5.0000	0.0000	
prostaglandin B2[c]	7.0000	0.0000	
prostaglandin B2[s]	5.0000	0.0000	
prostaglandin C1[c]	7.0000	0.0000	
prostaglandin C1[s]	5.0000	0.0000	
prostaglandin C2[c]	7.0000	0.0000	
prostaglandin C2[s]	5.0000	0.0000	
prostaglandin D1[c]	5.0000	0.0000	
prostaglandin D1[s]	5.0000	0.0000	
prostaglandin D2[c]	14.0000	0.0000	
prostaglandin D2[r]	4.0000	0.0000	
prostaglandin D2[s]	7.0000	0.0000	
prostaglandin D3[c]	5.0000	0.0000	
prostaglandin D3[s]	5.0000	0.0000	
prostaglandin E1[c]	10.0000	3.0000	
prostaglandin E1[s]	8.0000	0.0000	
prostaglandin E2[c]	14.0000	2.0000	
prostaglandin E2[r]	2.0000	1.0000	
prostaglandin E2[s]	8.0000	0.0000	
prostaglandin E3[c]	6.0000	0.0000	
prostaglandin E3[n]	2.0000	1.0000	
prostaglandin E3[s]	5.0000	0.0000	
prostaglandin F1alpha[c]	6.0000	0.0000	
prostaglandin F1alpha[s]	5.0000	0.0000	
prostaglandin F2alpha[c]	10.0000	1.0000	
prostaglandin F2alpha[s]	6.0000	0.0000	
prostaglandin F2beta[c]	5.0000	0.0000	
prostaglandin F2beta[s]	5.0000	0.0000	
prostaglandin G1[c]	2.0000	0.0000	
prostaglandin G1[r]	2.0000	0.0000	
prostaglandin G2[c]	6.0000	0.0000	
prostaglandin G2[r]	3.0000	0.0000	
prostaglandin G2[s]	5.0000	0.0000	
prostaglandin H1[c]	2.0000	1.0000	
prostaglandin H1[r]	2.0000	0.0000	
prostaglandin H2[c]	13.0000	0.0000	
prostaglandin H2[r]	7.0000	1.0000	
prostaglandin H2[s]	6.0000	0.0000	
prostaglandin I2[c]	8.0000	0.0000	
prostaglandin I2[r]	3.0000	0.0000	
prostaglandin I2[s]	6.0000	0.0000	
prostaglandin J2[c]	4.0000	1.0000	
prostaglandin J2[r]	2.0000	0.0000	
prostaglandin-PGB2-glyceryl ester[c]	2.0000	0.0000	
prostaglandin-PGE2-1-glyceryl ester[c]	2.0000	0.0000	
prostaglandin-PGE2-3-glyceryl ester[c]	2.0000	0.0000	
prostaglandin-PGE2-glyceryl ester[c]	3.0000	0.0000	
protamine[c]	1.0000	0.0000	
prothrombin[c]	3.0000	0.0000	
prothrombin[l]	2.0000	0.0000	
prothrombin[s]	2.0000	0.0000	
protoporphyrin[c]	2.0000	1.0000	
protoporphyrin[m]	3.0000	2.0000	
protoporphyrinogen IX[c]	3.0000	2.0000	
protoporphyrinogen IX[m]	2.0000	1.0000	
provitamin D3[c]	6.0000	1.0000	
PRPP[c]	11.0000	7.0000	
PRPP[s]	1.0000	0.0000	
pseudouridine-5-phosphate[c]	1.0000	0.0000	
PS-LD pool[c]	9.0000	7.0000	
PS-LD pool[l]	3.0000	0.0000	
PS-LD pool[r]	3.0000	0.0000	
psychosine sulfate[c]	1.0000	0.0000	
psychosine[c]	3.0000	0.0000	
psychosine[l]	2.0000	0.0000	
putreanine[c]	1.0000	0.0000	
putrescine[c]	6.0000	3.0000	
putrescine[m]	2.0000	0.0000	
putrescine[p]	1.0000	0.0000	
putrescine[s]	2.0000	1.0000	
pyridoxal[c]	6.0000	3.0000	
pyridoxal[s]	2.0000	0.0000	
pyridoxal-phosphate[c]	6.0000	4.0000	
pyridoxal-phosphate[s]	2.0000	0.0000	
pyridoxamine[c]	4.0000	2.0000	
pyridoxamine[s]	2.0000	0.0000	
pyridoxamine-phosphate[c]	3.0000	2.0000	
pyridoxine[c]	4.0000	3.0000	
pyridoxine[s]	2.0000	0.0000	
pyridoxine-phosphate[c]	4.0000	4.0000	
pyruvate[c]	43.0000	24.0000	
pyruvate[m]	16.0000	8.0000	
pyruvate[p]	5.0000	2.0000	
pyruvate[s]	12.0000	11.0000	
queuine[c]	1.0000	0.0000	
quinidine[c]	1.0000	0.0000	
quinidine[s]	1.0000	0.0000	
quinolinate[c]	2.0000	0.0000	
quinonoid dihydrobiopterin[c]	2.0000	2.0000	
quinonoid dihydrobiopterin[n]	2.0000	2.0000	
rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate[c]	1.0000	0.0000	
rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate[r]	1.0000	0.0000	
rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl-acetate[c]	1.0000	0.0000	
rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl-acetate[r]	1.0000	0.0000	
rac-5,6-epoxy-retinoyl-beta-D-glucuronide[c]	1.0000	0.0000	
rac-5,6-epoxy-retinoyl-beta-D-glucuronide[r]	1.0000	0.0000	
reduced adrenal ferredoxin[c]	3.0000	0.0000	
reduced ferredoxin[c]	2.0000	0.0000	
reduced ferredoxin[m]	1.0000	0.0000	
reduced vitamin K[c]	1.0000	0.0000	
retinal[c]	11.0000	0.0000	
retinal[r]	6.0000	0.0000	
retinoate[c]	21.0000	10.0000	
retinoate[r]	8.0000	0.0000	
retinoate[s]	12.0000	10.0000	
retinol[c]	12.0000	0.0000	
retinol[r]	4.0000	0.0000	
retinol[s]	3.0000	0.0000	
retinoyl-CoA[c]	1.0000	0.0000	
retinoyl-glucuronide[c]	2.0000	0.0000	
retinoyl-glucuronide[r]	2.0000	0.0000	
retinoyl-glucuronide[s]	2.0000	0.0000	
retinyl palmitate[s]	1.0000	0.0000	
retinyl-ester[c]	3.0000	0.0000	
reverse triiodthyronine[c]	9.0000	0.0000	
reverse triiodthyronine[r]	2.0000	0.0000	
reverse triiodthyronine[s]	5.0000	0.0000	
rhodopsin[c]	1.0000	0.0000	
ribitol[c]	2.0000	0.0000	
ribitol[s]	2.0000	0.0000	
riboflavin[c]	5.0000	2.0000	
riboflavin[s]	3.0000	0.0000	
ribose[c]	3.0000	1.0000	
ribose[s]	2.0000	0.0000	
ribose-1-phosphate[c]	8.0000	6.0000	
ribose-5-phosphate[c]	8.0000	5.0000	
ribose-5-phosphate[r]	2.0000	1.0000	
ribulose-5-phosphate[c]	5.0000	3.0000	
ribulose-5-phosphate[r]	3.0000	1.0000	
RNA[c]	4.0000	3.0000	
RNA-3-terminal-phosphate[c]	1.0000	0.0000	
RNA-terminal-2,3-cyclic-phosphate[c]	1.0000	0.0000	
S-(1,2-dichlorovinyl)glutathione[c]	2.0000	0.0000	
S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione[c]	2.0000	0.0000	
S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione[c]	2.0000	0.0000	
S-(2,2-dichloro-1-hydroxy)ethyl glutathione[c]	2.0000	0.0000	
S-(2-chloroacetyl)glutathione[c]	1.0000	0.0000	
S-(2-hydroxyethyl)glutathione[c]	3.0000	0.0000	
S-(2-methylbutanoyl)-dihydrolipoamide[m]	2.0000	0.0000	
S-(2-methylpropanoyl)-dihydrolipoamide[m]	2.0000	1.0000	
S-(3-methylbutanoyl)-dihydrolipoamide[m]	2.0000	0.0000	
S-(9-deoxy-delta12-PGD2)-glutathione[c]	2.0000	1.0000	
S-(9-deoxy-delta9,12-PGD2)-glutathione[c]	2.0000	1.0000	
S-(formylmethyl)glutathione[c]	2.0000	0.0000	
S-(PGA1)-glutathione[c]	2.0000	1.0000	
S-(PGA2)-glutathione[c]	2.0000	1.0000	
S-(PGJ2)-glutathione[c]	2.0000	1.0000	
S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate[c]	2.0000	0.0000	
S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione[c]	2.0000	2.0000	
S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine[c]	4.0000	3.0000	
saccharopine[m]	3.0000	0.0000	
S-acetyldihydrolipoamide[m]	2.0000	2.0000	
S-adenosylmethioninamine[c]	3.0000	3.0000	
SAH[c]	63.0000	11.0000	
SAH[m]	4.0000	0.0000	
SAH[n]	6.0000	0.0000	
SAH[r]	2.0000	1.0000	
SAICAR[c]	2.0000	2.0000	
salsoline[c]	1.0000	0.0000	
salsoline-1-carboxylate[c]	1.0000	0.0000	
salsolinol[c]	4.0000	0.0000	
salsolinol-1-carboxylate[c]	3.0000	0.0000	
SAM[c]	67.0000	12.0000	
SAM[m]	5.0000	0.0000	
SAM[n]	6.0000	0.0000	
SAM[r]	2.0000	1.0000	
S-aminomethyldihydrolipoamide[m]	2.0000	0.0000	
S-aminomethyldihydrolipoylprotein[m]	2.0000	0.0000	
sarcosine[c]	6.0000	1.0000	
sarcosine[m]	3.0000	0.0000	
sarcosine[p]	2.0000	0.0000	
sarcosine[s]	2.0000	0.0000	
se-adenosyl-L-selenohomocysteine[c]	2.0000	1.0000	
se-adenosyl-L-selenohomocysteine[n]	2.0000	0.0000	
se-adenosylselenomethionine[c]	2.0000	1.0000	
se-adenosylselenomethionine[n]	2.0000	0.0000	
sedoheptulose-1,7-bisphosphate[c]	3.0000	3.0000	
sedoheptulose-7-phosphate[c]	5.0000	4.0000	
selenate[c]	3.0000	0.0000	
selenate[s]	3.0000	0.0000	
selenide[c]	4.0000	2.0000	
selenite[c]	2.0000	1.0000	
selenocystathionine[c]	2.0000	0.0000	
selenocysteine[c]	4.0000	1.0000	
selenohomocysteine[c]	4.0000	1.0000	
selenomethionine[c]	5.0000	1.0000	
selenomethionine-se-oxide[c]	2.0000	0.0000	
selenomethionyl-tRNA(met)[c]	1.0000	0.0000	
selenophosphate[c]	1.0000	0.0000	
se-methyl-L-selenocysteine[c]	2.0000	0.0000	
serine[c]	99.0000	66.0000	
serine[l]	18.0000	0.0000	
serine[m]	3.0000	1.0000	
serine[p]	2.0000	0.0000	
serine[s]	63.0000	60.0000	
serotonin[c]	13.0000	0.0000	
serotonin[s]	8.0000	0.0000	
S-farnesyl-protein[c]	2.0000	0.0000	
S-glutaryldihydrolipoamide[m]	2.0000	0.0000	
S-glutathionyl-2-4-dinitrobenzene[c]	55.0000	0.0000	
S-glutathionyl-2-4-dinitrobenzene[s]	55.0000	0.0000	
S-glutathionyl-ethacrynic acid[c]	55.0000	0.0000	
S-glutathionyl-ethacrynic acid[s]	55.0000	0.0000	
sialyl(1,3)-sialyl(2,6)-galactosylgloboside[c]	2.0000	0.0000	
sialyl(1,3)-sialyl(2,6)-galactosylgloboside[g]	2.0000	0.0000	
sialyl(1,3)-sialyl(2,6)-galactosylgloboside[s]	2.0000	0.0000	
sialyl(2,3)-sialyl(2,6)-galactosylgloboside[c]	2.0000	0.0000	
sialyl(2,3)-sialyl(2,6)-galactosylgloboside[g]	2.0000	0.0000	
sialyl(2,3)-sialyl(2,6)-galactosylgloboside[s]	2.0000	0.0000	
sialyl-3-paragloboside[c]	3.0000	0.0000	
sialyl-3-paragloboside[g]	3.0000	0.0000	
sialyl-galactosylgloboside[g]	4.0000	0.0000	
sialyl-T antigen[g]	2.0000	0.0000	
sialyl-Tn antigen[c]	2.0000	0.0000	
sialyl-Tn antigen[g]	2.0000	0.0000	
sialyl-Tn antigen[s]	2.0000	0.0000	
SM pool[c]	11.0000	4.0000	
SM pool[g]	3.0000	0.0000	
