ModelNameMAT	ModelNameXML	PatientIndex	ProbabilityThreshold	RelativeGap	ACC	MCC	FisherExactTestp	RxnAddedForTask...	TimeElapsedINIT	TimeElapsedTINIT
TCGA-C8-A1HM-01A-12R-A137-07	TCGA-C8-A1HM-01A-12R-A137-07T9900RG5_TINIT.mat	TCGA-C8-A1HM-01A-12R-A137-07T9900RG5.xml	296	0.99	0.05	0.941269	0.874078	0	0.236102	22609.02486	1270.766389
TCGA-BA-4074-01A-01R-1436-07	TCGA-BA-4074-01A-01R-1436-07T9900RG5_TINIT.mat	TCGA-BA-4074-01A-01R-1436-07T9900RG5.xml	37	0.99	0.05	0.939691	0.873917	0	0.326229	26498.86214	2023.26634
TCGA-A8-A084-01A-21R-A00Z-07	TCGA-A8-A084-01A-21R-A00Z-07T9900RG5_TINIT.mat	TCGA-A8-A084-01A-21R-A00Z-07T9900RG5.xml	299	0.99	0.05	0.93748	0.873902	0	0.238663	20545.4731	2072.346903
TCGA-67-4679-01B-01R-1755-07	TCGA-67-4679-01B-01R-1755-07T9900RG5_TINIT.mat	TCGA-67-4679-01B-01R-1755-07T9900RG5.xml	546	0.99	0.05	0.942217	0.873862	0	0.277245	25420.10956	1233.4717
TCGA-A8-A09G-01A-21R-A00Z-07	TCGA-A8-A09G-01A-21R-A00Z-07T9900RG5_TINIT.mat	TCGA-A8-A09G-01A-21R-A00Z-07T9900RG5.xml	232	0.99	0.05	0.942532	0.873812	0	0.28267	21614.14292	1581.855727
TCGA-73-4666-01A-01R-1206-07	TCGA-73-4666-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-73-4666-01A-01R-1206-07T9900RG5.xml	563	0.99	0.05	0.939691	0.87381	0	0.27191	22707.81676	1653.106654
TCGA-D1-A1NU-01A-11R-A14D-07	TCGA-D1-A1NU-01A-11R-A14D-07T9900RG5_TINIT.mat	TCGA-D1-A1NU-01A-11R-A14D-07T9900RG5.xml	663	0.99	0.05	0.93527	0.873662	0	0.378788	21199.33984	2209.610938
TCGA-05-5428-01A-01R-1628-07	TCGA-05-5428-01A-01R-1628-07T9900RG5_TINIT.mat	TCGA-05-5428-01A-01R-1628-07T9900RG5.xml	617	0.99	0.05	0.941585	0.873655	0	0.321867	23793.51606	2471.527613
TCGA-50-6592-01A-11R-1755-07	TCGA-50-6592-01A-11R-1755-07T9900RG5_TINIT.mat	TCGA-50-6592-01A-11R-1755-07T9900RG5.xml	561	0.99	0.05	0.946006	0.873528	0	0.227226	25592.24401	298.0021
TCGA-66-2765-01A-01R-0851-07	TCGA-66-2765-01A-01R-0851-07T9900RG5_TINIT.mat	TCGA-66-2765-01A-01R-0851-07T9900RG5.xml	1057	0.99	0.05	0.940954	0.873448	0	0.227132	24422.20569	4112.294634
TCGA-37-3789-01A-01R-0980-07	TCGA-37-3789-01A-01R-0980-07T9900RG5_TINIT.mat	TCGA-37-3789-01A-01R-0980-07T9900RG5.xml	1030	0.99	0.05	0.940006	0.873416	0	0.360934	28692.1652	1009.64541
TCGA-DU-5855-01A-11R-1708-07	TCGA-DU-5855-01A-11R-1708-07T9900RG5_TINIT.mat	TCGA-DU-5855-01A-11R-1708-07T9900RG5.xml	791	0.99	0.05	0.940638	0.873283	0	0.165529	20217.4416	1418.575571
TCGA-31-1953-01A-01R-1568-13	TCGA-31-1953-01A-01R-1568-13T9900RG5_TINIT.mat	TCGA-31-1953-01A-01R-1568-13T9900RG5.xml	803	0.99	0.05	0.938428	0.873189	0	0.277956	25029.68442	2037.876915
TCGA-13-1403-01A-01R-1565-13	TCGA-13-1403-01A-01R-1565-13T9900RG5_TINIT.mat	TCGA-13-1403-01A-01R-1565-13T9900RG5.xml	807	0.99	0.05	0.936849	0.873169	0	0.471496	25331.56908	2559.373597
TCGA-AR-A24Q-01A-12R-A169-07	TCGA-AR-A24Q-01A-12R-A169-07T9900RG5_TINIT.mat	TCGA-AR-A24Q-01A-12R-A169-07T9900RG5.xml	268	0.99	0.05	0.939375	0.873164	0	0.326016	18750.81242	3069.493433
TCGA-AY-4071-01A-01R-1113-07	TCGA-AY-4071-01A-01R-1113-07T9900RG5_TINIT.mat	TCGA-AY-4071-01A-01R-1113-07T9900RG5.xml	453	0.99	0.05	0.945058	0.873148	0	0.250679	24854.33305	950.997429
TCGA-AN-A0FL-01A-11R-A034-07	TCGA-AN-A0FL-01A-11R-A034-07T9900RG5_TINIT.mat	TCGA-AN-A0FL-01A-11R-A034-07T9900RG5.xml	271	0.99	0.05	0.937796	0.873132	0	0.277186	20312.87442	1592.682786
TCGA-AA-A00E-01A-01R-A002-07	TCGA-AA-A00E-01A-01R-A002-07T9900RG5_TINIT.mat	TCGA-AA-A00E-01A-01R-A002-07T9900RG5.xml	442	0.99	0.05	0.941585	0.873084	0	0.268484	20649.04274	2443.336834
TCGA-C4-A0EZ-01A-21R-A24X-07	TCGA-C4-A0EZ-01A-21R-A24X-07T9900RG5_TINIT.mat	TCGA-C4-A0EZ-01A-21R-A24X-07T9900RG5.xml	4	0.99	0.05	0.936849	0.872898	0	0.505717	21194.7906	5213.507541
TCGA-64-1677-01A-01R-0946-07	TCGA-64-1677-01A-01R-0946-07T9900RG5_TINIT.mat	TCGA-64-1677-01A-01R-0946-07T9900RG5.xml	518	0.99	0.05	0.941585	0.872846	0	0.189994	23858.56728	953.397805
TCGA-39-5031-01A-01R-1443-07	TCGA-39-5031-01A-01R-1443-07T9900RG5_TINIT.mat	TCGA-39-5031-01A-01R-1443-07T9900RG5.xml	1077	0.99	0.05	0.940322	0.872827	0	0.290095	19927.91746	446.312372
TCGA-B5-A0JV-01A-11R-A104-07	TCGA-B5-A0JV-01A-11R-A104-07T9900RG5_TINIT.mat	TCGA-B5-A0JV-01A-11R-A104-07T9900RG5.xml	703	0.99	0.05	0.935901	0.872643	0	0.330907	17117.50559	2468.994718
TCGA-AP-A054-01A-11R-A16W-07	TCGA-AP-A054-01A-11R-A16W-07T9900RG5_TINIT.mat	TCGA-AP-A054-01A-11R-A16W-07T9900RG5.xml	656	0.99	0.05	0.934007	0.872528	0	0.549845	17392.23768	3351.951052
TCGA-37-4133-01A-01R-1100-07	TCGA-37-4133-01A-01R-1100-07T9900RG5_TINIT.mat	TCGA-37-4133-01A-01R-1100-07T9900RG5.xml	970	0.99	0.05	0.938428	0.872444	0	0.298444	27490.06486	1204.063847
TCGA-AO-A12G-01A-11R-A10J-07	TCGA-AO-A12G-01A-11R-A10J-07T9900RG5_TINIT.mat	TCGA-AO-A12G-01A-11R-A10J-07T9900RG5.xml	244	0.99	0.05	0.935901	0.872402	0	0.630631	19180.49354	2730.846491
TCGA-D1-A168-01A-31R-A12I-07	TCGA-D1-A168-01A-31R-A12I-07T9900RG5_TINIT.mat	TCGA-D1-A168-01A-31R-A12I-07T9900RG5.xml	744	0.99	0.05	0.93527	0.872389	0	0.325591	9736.364439	2858.260577
TCGA-AA-A01Z-01A-11R-A083-07	TCGA-AA-A01Z-01A-11R-A083-07T9900RG5_TINIT.mat	TCGA-AA-A01Z-01A-11R-A083-07T9900RG5.xml	379	0.99	0.05	0.939691	0.87233	0	0.314663	21694.70573	1690.91441
TCGA-HD-7753-01A-11R-2081-07	TCGA-HD-7753-01A-11R-2081-07T9900RG5_TINIT.mat	TCGA-HD-7753-01A-11R-2081-07T9900RG5.xml	58	0.99	0.05	0.939691	0.87233	0	0.209249	22898.96317	1777.08591
TCGA-A2-A04P-01A-31R-A034-07	TCGA-A2-A04P-01A-31R-A034-07T9900RG5_TINIT.mat	TCGA-A2-A04P-01A-31R-A034-07T9900RG5.xml	264	0.99	0.05	0.934954	0.872276	0	0.729412	13487.21869	6163.271418
TCGA-44-2657-01A-01R-1107-07	TCGA-44-2657-01A-01R-1107-07T9900RG5_TINIT.mat	TCGA-44-2657-01A-01R-1107-07T9900RG5.xml	522	0.99	0.05	0.940322	0.872241	0	0.188206	17637.20952	1811.135559
TCGA-06-0649-01B-01R-1849-01	TCGA-06-0649-01B-01R-1849-01T9900RG5_TINIT.mat	TCGA-06-0649-01B-01R-1849-01T9900RG5.xml	476	0.99	0.05	0.94348	0.872219	0	0.26536	23561.43434	842.08392
TCGA-AG-3598-01A-01R-0826-07	TCGA-AG-3598-01A-01R-0826-07T9900RG5_TINIT.mat	TCGA-AG-3598-01A-01R-0826-07T9900RG5.xml	352	0.99	0.05	0.941269	0.872189	0	0.306811	24098.47492	797.869718
TCGA-34-2596-01A-01R-0851-07	TCGA-34-2596-01A-01R-0851-07T9900RG5_TINIT.mat	TCGA-34-2596-01A-01R-0851-07T9900RG5.xml	996	0.99	0.05	0.940006	0.872144	0	0.29191	28516.58016	834.618201
TCGA-AA-3715-01A-01R-0905-07	TCGA-AA-3715-01A-01R-0905-07T9900RG5_TINIT.mat	TCGA-AA-3715-01A-01R-0905-07T9900RG5.xml	435	0.99	0.05	0.939375	0.872143	0	0.44435	17140.71981	6946.272775
TCGA-AA-3521-01A-01R-0821-07	TCGA-AA-3521-01A-01R-0821-07T9900RG5_TINIT.mat	TCGA-AA-3521-01A-01R-0821-07T9900RG5.xml	412	0.99	0.05	0.944743	0.872105	0	0.219342	25599.99093	2012.590121
TCGA-A8-A06Q-01A-11R-A034-07	TCGA-A8-A06Q-01A-11R-A034-07T9900RG5_TINIT.mat	TCGA-A8-A06Q-01A-11R-A034-07T9900RG5.xml	245	0.99	0.05	0.936533	0.87207	0	0.334868	23402.21734	1147.042035
TCGA-BS-A0U7-01A-21R-A104-07	TCGA-BS-A0U7-01A-21R-A104-07T9900RG5_TINIT.mat	TCGA-BS-A0U7-01A-21R-A104-07T9900RG5.xml	762	0.99	0.05	0.934638	0.871987	0	0.341841	12983.00173	2414.463023
TCGA-73-4662-01A-01R-1206-07	TCGA-73-4662-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-73-4662-01A-01R-1206-07T9900RG5.xml	613	0.99	0.05	0.942217	0.871893	0	0.2151	25656.16914	623.164935
TCGA-13-1497-01A-01R-1565-13	TCGA-13-1497-01A-01R-1565-13T9900RG5_TINIT.mat	TCGA-13-1497-01A-01R-1565-13T9900RG5.xml	821	0.99	0.05	0.934323	0.871846	0	0.263736	19390.12836	2643.419812
TCGA-AA-3866-01A-01R-1022-07	TCGA-AA-3866-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3866-01A-01R-1022-07T9900RG5.xml	388	0.99	0.05	0.942217	0.871825	0	0.292948	22881.92692	1267.045532
TCGA-C8-A1HN-01A-11R-A137-07	TCGA-C8-A1HN-01A-11R-A137-07T9900RG5_TINIT.mat	TCGA-C8-A1HN-01A-11R-A137-07T9900RG5.xml	284	0.99	0.05	0.940006	0.87181	0	0.329489	26491.07822	1212.316376
TCGA-BS-A0U8-01A-11R-A104-07	TCGA-BS-A0U8-01A-11R-A104-07T9900RG5_TINIT.mat	TCGA-BS-A0U8-01A-11R-A104-07T9900RG5.xml	682	0.99	0.05	0.934638	0.8718	0	0.308099	22023.59243	2511.118951
TCGA-DQ-7588-01A-11R-2081-07	TCGA-DQ-7588-01A-11R-2081-07T9900RG5_TINIT.mat	TCGA-DQ-7588-01A-11R-2081-07T9900RG5.xml	84	0.99	0.05	0.936849	0.871695	0	0.293387	23780.29137	2331.968786
TCGA-B6-A0IJ-01A-11R-A034-07	TCGA-B6-A0IJ-01A-11R-A034-07T9900RG5_TINIT.mat	TCGA-B6-A0IJ-01A-11R-A034-07T9900RG5.xml	293	0.99	0.05	0.936849	0.871656	0	0.280656	24118.58707	600.701544
TCGA-CN-5365-01A-01R-1436-07	TCGA-CN-5365-01A-01R-1436-07T9900RG5_TINIT.mat	TCGA-CN-5365-01A-01R-1436-07T9900RG5.xml	69	0.99	0.05	0.936533	0.871588	0	0.215889	16384.66067	3922.809604
TCGA-CR-7389-01A-11R-2016-07	TCGA-CR-7389-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CR-7389-01A-11R-2016-07T9900RG5.xml	87	0.99	0.05	0.940954	0.871582	0	0.252366	24070.84029	2346.155319
TCGA-18-3419-01A-01R-0980-07	TCGA-18-3419-01A-01R-0980-07T9900RG5_TINIT.mat	TCGA-18-3419-01A-01R-0980-07T9900RG5.xml	1070	0.99	0.05	0.935901	0.871478	0	0.333037	23579.18626	1995.024302
TCGA-A2-A04W-01A-31R-A115-07	TCGA-A2-A04W-01A-31R-A115-07T9900RG5_TINIT.mat	TCGA-A2-A04W-01A-31R-A115-07T9900RG5.xml	243	0.99	0.05	0.935586	0.871325	0	0.980829	23708.67719	1326.636712
TCGA-BH-A0W5-01A-11R-A109-07	TCGA-BH-A0W5-01A-11R-A109-07T9900RG5_TINIT.mat	TCGA-BH-A0W5-01A-11R-A109-07T9900RG5.xml	277	0.99	0.05	0.94569	0.871292	0	0.263105	26583.52775	1054.371351
TCGA-B5-A0K1-01A-11R-A16W-07	TCGA-B5-A0K1-01A-11R-A16W-07T9900RG5_TINIT.mat	TCGA-B5-A0K1-01A-11R-A16W-07T9900RG5.xml	659	0.99	0.05	0.934007	0.87127	0	0.510204	18338.32831	2780.212441
TCGA-34-5232-01A-21R-1820-07	TCGA-34-5232-01A-21R-1820-07T9900RG5_TINIT.mat	TCGA-34-5232-01A-21R-1820-07T9900RG5.xml	1047	0.99	0.05	0.939691	0.871264	0	0.220618	26110.98898	1757.919452
TCGA-A3-3382-01A-02R-1325-07	TCGA-A3-3382-01A-02R-1325-07T9900RG5_TINIT.mat	TCGA-A3-3382-01A-02R-1325-07T9900RG5.xml	917	0.99	0.05	0.948847	0.871255	0	0.1972	29377.10178	1286.210371
TCGA-50-5931-01A-11R-1755-07	TCGA-50-5931-01A-11R-1755-07T9900RG5_TINIT.mat	TCGA-50-5931-01A-11R-1755-07T9900RG5.xml	515	0.99	0.05	0.936533	0.871234	0	0.237427	25215.88518	772.53132
TCGA-CN-5369-01A-01R-1436-07	TCGA-CN-5369-01A-01R-1436-07T9900RG5_TINIT.mat	TCGA-CN-5369-01A-01R-1436-07T9900RG5.xml	212	0.99	0.05	0.940006	0.871192	0	0.248293	24888.64451	2934.02149
TCGA-HT-7688-01A-11R-2256-07	TCGA-HT-7688-01A-11R-2256-07T9900RG5_TINIT.mat	TCGA-HT-7688-01A-11R-2256-07T9900RG5.xml	798	0.99	0.05	0.940954	0.871164	0	0.289975	21410.09659	1776.88278
TCGA-BS-A0TA-01A-11R-A104-07	TCGA-BS-A0TA-01A-11R-A104-07T9900RG5_TINIT.mat	TCGA-BS-A0TA-01A-11R-A104-07T9900RG5.xml	657	0.99	0.05	0.93527	0.871089	0	0.41989	24033.04654	874.560269
TCGA-BG-A0M7-01A-11R-A040-07	TCGA-BG-A0M7-01A-11R-A040-07T9900RG5_TINIT.mat	TCGA-BG-A0M7-01A-11R-A040-07T9900RG5.xml	644	0.99	0.05	0.934007	0.871053	0	0.374862	9571.378273	4713.568201
TCGA-BA-4076-01A-01R-1436-07	TCGA-BA-4076-01A-01R-1436-07T9900RG5_TINIT.mat	TCGA-BA-4076-01A-01R-1436-07T9900RG5.xml	61	0.99	0.05	0.940006	0.871044	0	0.292948	24613.18157	2639.813314
TCGA-34-5928-01A-11R-1820-07	TCGA-34-5928-01A-11R-1820-07T9900RG5_TINIT.mat	TCGA-34-5928-01A-11R-1820-07T9900RG5.xml	1076	0.99	0.05	0.938428	0.871036	0	0.2537	17456.99195	848.621222
TCGA-05-4249-01A-01R-1107-07	TCGA-05-4249-01A-01R-1107-07T9900RG5_TINIT.mat	TCGA-05-4249-01A-01R-1107-07T9900RG5.xml	538	0.99	0.05	0.940322	0.871023	0	0.315723	23420.39317	1332.904804
TCGA-AX-A0IU-01A-11R-A16W-07	TCGA-AX-A0IU-01A-11R-A16W-07T9900RG5_TINIT.mat	TCGA-AX-A0IU-01A-11R-A16W-07T9900RG5.xml	680	0.99	0.05	0.933691	0.870993	0	0.522069	19436.87125	2739.73959
TCGA-CV-5435-01A-01R-1686-07	TCGA-CV-5435-01A-01R-1686-07T9900RG5_TINIT.mat	TCGA-CV-5435-01A-01R-1686-07T9900RG5.xml	186	0.99	0.05	0.939059	0.870887	0	0.216403	24196.39951	2267.337696
TCGA-CQ-6223-01A-11R-1915-07	TCGA-CQ-6223-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CQ-6223-01A-11R-1915-07T9900RG5.xml	135	0.99	0.05	0.939375	0.870882	0	0.323694	28313.22945	456.817674
TCGA-A6-2678-01A-01R-0821-07	TCGA-A6-2678-01A-01R-0821-07T9900RG5_TINIT.mat	TCGA-A6-2678-01A-01R-0821-07T9900RG5.xml	419	0.99	0.05	0.942217	0.870866	0	0.187774	26146.23435	1546.604937
TCGA-AA-A02J-01A-01R-A00A-07	TCGA-AA-A02J-01A-01R-A00A-07T9900RG5_TINIT.mat	TCGA-AA-A02J-01A-01R-A00A-07T9900RG5.xml	417	0.99	0.05	0.940638	0.870833	0	0.245851	25537.80977	1718.12704
TCGA-63-5131-01A-01R-1443-07	TCGA-63-5131-01A-01R-1443-07T9900RG5_TINIT.mat	TCGA-63-5131-01A-01R-1443-07T9900RG5.xml	984	0.99	0.05	0.938112	0.870786	0	0.269542	24710.85514	1307.995786
TCGA-CV-7178-01A-21R-2016-07	TCGA-CV-7178-01A-21R-2016-07T9900RG5_TINIT.mat	TCGA-CV-7178-01A-21R-2016-07T9900RG5.xml	32	0.99	0.05	0.939375	0.870777	0	0.258342	26307.99444	1310.489774
TCGA-EW-A1J5-01A-11R-A13Q-07	TCGA-EW-A1J5-01A-11R-A13Q-07T9900RG5_TINIT.mat	TCGA-EW-A1J5-01A-11R-A13Q-07T9900RG5.xml	338	0.99	0.05	0.940954	0.870748	0	0.300107	15621.53212	3289.441242
TCGA-D1-A16X-01A-11R-A12I-07	TCGA-D1-A16X-01A-11R-A12I-07T9900RG5_TINIT.mat	TCGA-D1-A16X-01A-11R-A12I-07T9900RG5.xml	686	0.99	0.05	0.933691	0.870671	0	0.546687	22097.53318	3902.451351
TCGA-AG-A02X-01A-01R-A00A-07	TCGA-AG-A02X-01A-01R-A00A-07T9900RG5_TINIT.mat	TCGA-AG-A02X-01A-01R-A00A-07T9900RG5.xml	346	0.99	0.05	0.938112	0.870635	0	0.293624	21954.12056	1805.496807
TCGA-18-3414-01A-01R-0980-07	TCGA-18-3414-01A-01R-0980-07T9900RG5_TINIT.mat	TCGA-18-3414-01A-01R-0980-07T9900RG5.xml	1008	0.99	0.05	0.938112	0.870592	0	0.27089	23316.1332	1409.091387
TCGA-AP-A051-01A-21R-A00V-07	TCGA-AP-A051-01A-21R-A00V-07T9900RG5_TINIT.mat	TCGA-AP-A051-01A-21R-A00V-07T9900RG5.xml	763	0.99	0.05	0.932744	0.870437	0	0.794021	18802.38223	7381.653967
TCGA-AG-3581-01A-01R-0821-07	TCGA-AG-3581-01A-01R-0821-07T9900RG5_TINIT.mat	TCGA-AG-3581-01A-01R-0821-07T9900RG5.xml	377	0.99	0.05	0.941585	0.870327	0	0.209732	25500.7337	490.67428
TCGA-CV-7261-01A-11R-2016-07	TCGA-CV-7261-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CV-7261-01A-11R-2016-07T9900RG5.xml	54	0.99	0.05	0.933691	0.870298	0	0.301011	28322.4622	656.154711
TCGA-AG-3601-01A-01R-0826-07	TCGA-AG-3601-01A-01R-0826-07T9900RG5_TINIT.mat	TCGA-AG-3601-01A-01R-0826-07T9900RG5.xml	349	0.99	0.05	0.940322	0.870286	0	0.31881	20325.0794	1698.212092
TCGA-B5-A0JZ-01A-11R-A040-07	TCGA-B5-A0JZ-01A-11R-A040-07T9900RG5_TINIT.mat	TCGA-B5-A0JZ-01A-11R-A040-07T9900RG5.xml	731	0.99	0.05	0.934954	0.870286	0	0.312291	24476.28709	1463.098901
TCGA-AG-A002-01A-01R-A002-07	TCGA-AG-A002-01A-01R-A002-07T9900RG5_TINIT.mat	TCGA-AG-A002-01A-01R-A002-07T9900RG5.xml	375	0.99	0.05	0.934007	0.870161	0	0.55457	24653.47889	1174.214385
TCGA-CQ-6222-01A-11R-1915-07	TCGA-CQ-6222-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CQ-6222-01A-11R-1915-07T9900RG5.xml	175	0.99	0.05	0.940954	0.870095	0	0.2826	29058.97337	2430.505545
TCGA-AA-3811-01A-01R-1022-07	TCGA-AA-3811-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3811-01A-01R-1022-07T9900RG5.xml	461	0.99	0.05	0.942217	0.870065	0	0.275482	25747.78548	386.0226
TCGA-CR-6477-01A-11R-1873-07	TCGA-CR-6477-01A-11R-1873-07T9900RG5_TINIT.mat	TCGA-CR-6477-01A-11R-1873-07T9900RG5.xml	75	0.99	0.05	0.941269	0.869953	0	0.318674	26329.48118	1075.468109
TCGA-50-5939-01A-11R-1628-07	TCGA-50-5939-01A-11R-1628-07T9900RG5_TINIT.mat	TCGA-50-5939-01A-11R-1628-07T9900RG5.xml	596	0.99	0.05	0.940322	0.869905	0	0.284784	18069.31572	3637.257518
TCGA-BA-5152-01A-02R-1873-07	TCGA-BA-5152-01A-02R-1873-07T9900RG5_TINIT.mat	TCGA-BA-5152-01A-02R-1873-07T9900RG5.xml	76	0.99	0.05	0.937796	0.869858	0	0.388787	22588.70977	2489.608212
TCGA-44-6145-01A-11R-1755-07	TCGA-44-6145-01A-11R-1755-07T9900RG5_TINIT.mat	TCGA-44-6145-01A-11R-1755-07T9900RG5.xml	552	0.99	0.05	0.940322	0.869809	0	0.158983	26221.58904	686.965167
TCGA-BS-A0UF-01A-11R-A104-07	TCGA-BS-A0UF-01A-11R-A104-07T9900RG5_TINIT.mat	TCGA-BS-A0UF-01A-11R-A104-07T9900RG5.xml	755	0.99	0.05	0.933375	0.869732	0	0.526677	14057.03662	5381.20965
TCGA-AA-3949-01A-01R-1022-07	TCGA-AA-3949-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3949-01A-01R-1022-07T9900RG5.xml	399	0.99	0.05	0.940006	0.869709	0	0.343053	20651.77488	3534.205741
TCGA-06-0238-01A-02R-1849-01	TCGA-06-0238-01A-02R-1849-01T9900RG5_TINIT.mat	TCGA-06-0238-01A-02R-1849-01T9900RG5.xml	495	0.99	0.05	0.940954	0.869613	0	0.222447	23313.57553	1321.370374
TCGA-AA-3980-01A-02R-1022-07	TCGA-AA-3980-01A-02R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3980-01A-02R-1022-07T9900RG5.xml	465	0.99	0.05	0.941269	0.86957	0	0.306498	37884.08245	847.141309
TCGA-25-1625-01A-01R-1566-13	TCGA-25-1625-01A-01R-1566-13T9900RG5_TINIT.mat	TCGA-25-1625-01A-01R-1566-13T9900RG5.xml	813	0.99	0.05	0.936849	0.869461	0	0.409748	26162.47818	1699.392709
TCGA-BS-A0TG-01A-32R-A16W-07	TCGA-BS-A0TG-01A-32R-A16W-07T9900RG5_TINIT.mat	TCGA-BS-A0TG-01A-32R-A16W-07T9900RG5.xml	695	0.99	0.05	0.934638	0.869356	0	0.491199	20312.24775	4433.649905
TCGA-CV-5432-01A-02R-1686-07	TCGA-CV-5432-01A-02R-1686-07T9900RG5_TINIT.mat	TCGA-CV-5432-01A-02R-1686-07T9900RG5.xml	221	0.99	0.05	0.939691	0.869351	0	0.22578	25259.98531	1318.858913
TCGA-CR-7398-01A-11R-2016-07	TCGA-CR-7398-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CR-7398-01A-11R-2016-07T9900RG5.xml	59	0.99	0.05	0.938428	0.869304	0	0.273915	25183.26168	1985.823469
TCGA-DU-7299-01A-21R-2027-07	TCGA-DU-7299-01A-21R-2027-07T9900RG5_TINIT.mat	TCGA-DU-7299-01A-21R-2027-07T9900RG5.xml	785	0.99	0.05	0.939691	0.869263	0	0.297556	25691.80828	570.904627
TCGA-BG-A18B-01A-11R-A12I-07	TCGA-BG-A18B-01A-11R-A12I-07T9900RG5_TINIT.mat	TCGA-BG-A18B-01A-11R-A12I-07T9900RG5.xml	745	0.99	0.05	0.934638	0.869255	0	0.397289	20438.0256	3482.678175
TCGA-CV-5978-01A-11R-1686-07	TCGA-CV-5978-01A-11R-1686-07T9900RG5_TINIT.mat	TCGA-CV-5978-01A-11R-1686-07T9900RG5.xml	145	0.99	0.05	0.940322	0.869222	0	0.288363	26218.12026	1021.852372
TCGA-D6-6516-01A-11R-1873-07	TCGA-D6-6516-01A-11R-1873-07T9900RG5_TINIT.mat	TCGA-D6-6516-01A-11R-1873-07T9900RG5.xml	66	0.99	0.05	0.936217	0.86915	0	0.245098	20552.51453	2521.940851
TCGA-AA-A01G-01A-01R-A002-07	TCGA-AA-A01G-01A-01R-A002-07T9900RG5_TINIT.mat	TCGA-AA-A01G-01A-01R-A002-07T9900RG5.xml	459	0.99	0.05	0.941585	0.86912	0	0.254453	23738.47176	1103.879717
TCGA-AA-3844-01A-01R-1022-07	TCGA-AA-3844-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3844-01A-01R-1022-07T9900RG5.xml	466	0.99	0.05	0.942217	0.869093	0	0.27248	25032.48501	581.306247
TCGA-AX-A0J1-01A-11R-A040-07	TCGA-AX-A0J1-01A-11R-A040-07T9900RG5_TINIT.mat	TCGA-AX-A0J1-01A-11R-A040-07T9900RG5.xml	700	0.99	0.05	0.931481	0.869062	0	0.396432	18191.66149	2374.892547
TCGA-CV-7422-01A-21R-2081-07	TCGA-CV-7422-01A-21R-2081-07T9900RG5_TINIT.mat	TCGA-CV-7422-01A-21R-2081-07T9900RG5.xml	199	0.99	0.05	0.936533	0.869056	0	0.34647	23924.58808	2948.203138
TCGA-AG-A014-01A-02R-A002-07	TCGA-AG-A014-01A-02R-A002-07T9900RG5_TINIT.mat	TCGA-AG-A014-01A-02R-A002-07T9900RG5.xml	340	0.99	0.05	0.939375	0.869009	0	0.276243	21692.04778	1512.50288
TCGA-18-3406-01A-01R-0980-07	TCGA-18-3406-01A-01R-0980-07T9900RG5_TINIT.mat	TCGA-18-3406-01A-01R-0980-07T9900RG5.xml	1061	0.99	0.05	0.936533	0.868852	0	0.363015	20260.60685	5078.161312
TCGA-BH-A1FE-01A-11R-A13Q-07	TCGA-BH-A1FE-01A-11R-A13Q-07T9900RG5_TINIT.mat	TCGA-BH-A1FE-01A-11R-A13Q-07T9900RG5.xml	329	0.99	0.05	0.938112	0.868822	0	0.957563	24534.41957	3081.351314
TCGA-A5-A0G9-01A-11R-A040-07	TCGA-A5-A0G9-01A-11R-A040-07T9900RG5_TINIT.mat	TCGA-A5-A0G9-01A-11R-A040-07T9900RG5.xml	630	0.99	0.05	0.932428	0.868785	0	0.444642	20638.72288	2621.779752
TCGA-A1-A0SO-01A-22R-A084-07	TCGA-A1-A0SO-01A-22R-A084-07T9900RG5_TINIT.mat	TCGA-A1-A0SO-01A-22R-A084-07T9900RG5.xml	234	0.99	0.05	0.934007	0.868621	0	0.336022	22056.64876	1548.52968
TCGA-B0-5699-01A-11R-1541-07	TCGA-B0-5699-01A-11R-1541-07T9900RG5_TINIT.mat	TCGA-B0-5699-01A-11R-1541-07T9900RG5.xml	896	0.99	0.05	0.950426	0.868567	0	0.173645	31692.79898	1211.248681
TCGA-A2-A0EO-01A-11R-A034-07	TCGA-A2-A0EO-01A-11R-A034-07T9900RG5_TINIT.mat	TCGA-A2-A0EO-01A-11R-A034-07T9900RG5.xml	274	0.99	0.05	0.942848	0.86849	0	0.231872	28296.52868	597.167143
TCGA-HT-8011-01A-11R-2403-07	TCGA-HT-8011-01A-11R-2403-07T9900RG5_TINIT.mat	TCGA-HT-8011-01A-11R-2403-07T9900RG5.xml	771	0.99	0.05	0.937165	0.868441	0	0.19578	24533.47502	1859.821423
