ModelNameMAT	ModelNameXML	PatientIndex	ProbabilityThreshold	RelativeGap	ACC	MCC	FisherExactTestp	RxnAddedForTask...	TimeElapsedINIT	TimeElapsedTINIT
TCGA-B5-A11H-01A-11R-A118-07	TCGA-B5-A11H-01A-11R-A118-07T9900RG5_TINIT.mat	TCGA-B5-A11H-01A-11R-A118-07T9900RG5.xml	749	0.99	0.05	0.930534	0.862964	0	0.366133	18410.80037	1817.463213
TCGA-05-4417-01A-22R-1858-07	TCGA-05-4417-01A-22R-1858-07T9900RG5_TINIT.mat	TCGA-05-4417-01A-22R-1858-07T9900RG5.xml	570	0.99	0.05	0.934638	0.862878	0	0.26727	24198.34502	855.970706
TCGA-AX-A06H-01A-11R-A118-07	TCGA-AX-A06H-01A-11R-A118-07T9900RG5_TINIT.mat	TCGA-AX-A06H-01A-11R-A118-07T9900RG5.xml	655	0.99	0.05	0.930849	0.862849	0	0.527523	12409.57158	4537.995867
TCGA-CR-6473-01A-11R-1873-07	TCGA-CR-6473-01A-11R-1873-07T9900RG5_TINIT.mat	TCGA-CR-6473-01A-11R-1873-07T9900RG5.xml	116	0.99	0.05	0.933375	0.862788	0	0.300365	12502.63109	3801.566381
TCGA-CV-7414-01A-11R-2081-07	TCGA-CV-7414-01A-11R-2081-07T9900RG5_TINIT.mat	TCGA-CV-7414-01A-11R-2081-07T9900RG5.xml	180	0.99	0.05	0.936217	0.862785	0	0.367091	23291.01326	3640.967659
TCGA-75-5122-01A-01R-1755-07	TCGA-75-5122-01A-01R-1755-07T9900RG5_TINIT.mat	TCGA-75-5122-01A-01R-1755-07T9900RG5.xml	531	0.99	0.05	0.933691	0.86275	0	0.252632	23613.48599	1051.51737
TCGA-15-0742-01A-01R-1850-01	TCGA-15-0742-01A-01R-1850-01T9900RG5_TINIT.mat	TCGA-15-0742-01A-01R-1850-01T9900RG5.xml	478	0.99	0.05	0.934954	0.862729	0	0.305744	15164.98178	2367.263047
TCGA-DQ-5624-01A-01R-1873-07	TCGA-DQ-5624-01A-01R-1873-07T9900RG5_TINIT.mat	TCGA-DQ-5624-01A-01R-1873-07T9900RG5.xml	152	0.99	0.05	0.936217	0.862725	0	0.266066	26770.69769	1522.60478
TCGA-AG-A00C-01A-01R-A002-07	TCGA-AG-A00C-01A-01R-A002-07T9900RG5_TINIT.mat	TCGA-AG-A00C-01A-01R-A002-07T9900RG5.xml	339	0.99	0.05	0.935586	0.862713	0	0.309534	15846.27665	3092.688769
TCGA-C8-A135-01A-11R-A115-07	TCGA-C8-A135-01A-11R-A115-07T9900RG5_TINIT.mat	TCGA-C8-A135-01A-11R-A115-07T9900RG5.xml	240	0.99	0.05	0.933375	0.862659	0	0.368524	13699.44011	3666.15415
TCGA-D1-A16G-01A-31R-A12I-07	TCGA-D1-A16G-01A-31R-A12I-07T9900RG5_TINIT.mat	TCGA-D1-A16G-01A-31R-A12I-07T9900RG5.xml	760	0.99	0.05	0.933691	0.862556	0	0.25974	14944.14474	2186.218748
TCGA-CN-6997-01A-11R-2016-07	TCGA-CN-6997-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CN-6997-01A-11R-2016-07T9900RG5.xml	184	0.99	0.05	0.93748	0.862521	0	0.234292	27272.17311	1552.605639
TCGA-A2-A0SY-01A-31R-A084-07	TCGA-A2-A0SY-01A-31R-A084-07T9900RG5_TINIT.mat	TCGA-A2-A0SY-01A-31R-A084-07T9900RG5.xml	241	0.99	0.05	0.940638	0.86249	0	0.286474	15970.14274	3303.104729
TCGA-AO-A129-01A-21R-A10J-07	TCGA-AO-A129-01A-21R-A10J-07T9900RG5_TINIT.mat	TCGA-AO-A129-01A-21R-A10J-07T9900RG5.xml	300	0.99	0.05	0.934007	0.86244	0	0.212811	22490.72022	1156.213141
TCGA-A2-A0SV-01A-11R-A084-07	TCGA-A2-A0SV-01A-11R-A084-07T9900RG5_TINIT.mat	TCGA-A2-A0SV-01A-11R-A084-07T9900RG5.xml	326	0.99	0.05	0.930534	0.862378	0	0.439306	21997.7264	5081.293283
TCGA-44-2659-01A-01R-0946-07	TCGA-44-2659-01A-01R-0946-07T9900RG5_TINIT.mat	TCGA-44-2659-01A-01R-0946-07T9900RG5.xml	569	0.99	0.05	0.936217	0.862288	0	0.283657	22631.20385	2043.820815
TCGA-63-5128-01A-01R-1443-07	TCGA-63-5128-01A-01R-1443-07T9900RG5_TINIT.mat	TCGA-63-5128-01A-01R-1443-07T9900RG5.xml	1028	0.99	0.05	0.93306	0.862284	0	0.235244	24727.54522	1418.678273
TCGA-33-4547-01A-01R-1201-07	TCGA-33-4547-01A-01R-1201-07T9900RG5_TINIT.mat	TCGA-33-4547-01A-01R-1201-07T9900RG5.xml	1015	0.99	0.05	0.936533	0.862155	0	0.223441	25478.4724	1042.254487
TCGA-CR-6478-01A-11R-1873-07	TCGA-CR-6478-01A-11R-1873-07T9900RG5_TINIT.mat	TCGA-CR-6478-01A-11R-1873-07T9900RG5.xml	100	0.99	0.05	0.935586	0.862112	0	0.197824	25191.49719	1042.313405
TCGA-CV-7434-01A-11R-2132-07	TCGA-CV-7434-01A-11R-2132-07T9900RG5_TINIT.mat	TCGA-CV-7434-01A-11R-2132-07T9900RG5.xml	40	0.99	0.05	0.932744	0.862078	0	0.518242	25850.36336	8899.82352
TCGA-BP-4983-01A-01R-1334-07	TCGA-BP-4983-01A-01R-1334-07T9900RG5_TINIT.mat	TCGA-BP-4983-01A-01R-1334-07T9900RG5.xml	834	0.99	0.05	0.941901	0.861992	0	0.271399	28258.76763	3000.09255
TCGA-CR-6471-01A-11R-1873-07	TCGA-CR-6471-01A-11R-1873-07T9900RG5_TINIT.mat	TCGA-CR-6471-01A-11R-1873-07T9900RG5.xml	123	0.99	0.05	0.931481	0.861982	0	0.24028	29499.9811	306.243391
TCGA-AG-3605-01A-01R-0826-07	TCGA-AG-3605-01A-01R-0826-07T9900RG5_TINIT.mat	TCGA-AG-3605-01A-01R-0826-07T9900RG5.xml	366	0.99	0.05	0.93527	0.861904	0	0.230174	13578.79605	2356.502584
TCGA-BA-7269-01A-11R-2016-07	TCGA-BA-7269-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-BA-7269-01A-11R-2016-07T9900RG5.xml	70	0.99	0.05	0.934638	0.861853	0	0.313349	27306.62954	881.352086
TCGA-CN-6012-01A-11R-1686-07	TCGA-CN-6012-01A-11R-1686-07T9900RG5_TINIT.mat	TCGA-CN-6012-01A-11R-1686-07T9900RG5.xml	52	0.99	0.05	0.938112	0.861835	0	0.219561	29278.39262	254.396697
TCGA-CR-7388-01A-11R-2016-07	TCGA-CR-7388-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CR-7388-01A-11R-2016-07T9900RG5.xml	167	0.99	0.05	0.940322	0.861833	0	0.194326	29723.6287	1329.940441
TCGA-22-1012-01A-01R-0692-07	TCGA-22-1012-01A-01R-0692-07T9900RG5_TINIT.mat	TCGA-22-1012-01A-01R-0692-07T9900RG5.xml	1052	0.99	0.05	0.934638	0.861812	0	0.296795	26603.81222	3077.731562
TCGA-FG-8188-01A-11R-2256-07	TCGA-FG-8188-01A-11R-2256-07T9900RG5_TINIT.mat	TCGA-FG-8188-01A-11R-2256-07T9900RG5.xml	790	0.99	0.05	0.93527	0.861779	0	0.260365	23772.7333	964.735102
TCGA-E1-5304-01A-01R-1470-07	TCGA-E1-5304-01A-01R-1470-07T9900RG5_TINIT.mat	TCGA-E1-5304-01A-01R-1470-07T9900RG5.xml	796	0.99	0.05	0.929271	0.861756	0	0.28647	19128.11101	2302.757195
TCGA-CQ-5324-01A-01R-1686-07	TCGA-CQ-5324-01A-01R-1686-07T9900RG5_TINIT.mat	TCGA-CQ-5324-01A-01R-1686-07T9900RG5.xml	216	0.99	0.05	0.934954	0.861621	0	0.317058	28176.96265	1088.513601
TCGA-75-6206-01A-11R-1755-07	TCGA-75-6206-01A-11R-1755-07T9900RG5_TINIT.mat	TCGA-75-6206-01A-11R-1755-07T9900RG5.xml	624	0.99	0.05	0.936849	0.861581	0	0.296422	23817.94011	1597.025135
TCGA-A8-A092-01A-11R-A00Z-07	TCGA-A8-A092-01A-11R-A00Z-07T9900RG5_TINIT.mat	TCGA-A8-A092-01A-11R-A00Z-07T9900RG5.xml	323	0.99	0.05	0.931481	0.861474	0	0.260586	20031.73522	2239.20428
TCGA-AX-A06L-01A-11R-A118-07	TCGA-AX-A06L-01A-11R-A118-07T9900RG5_TINIT.mat	TCGA-AX-A06L-01A-11R-A118-07T9900RG5.xml	757	0.99	0.05	0.930534	0.861439	0	0.450552	10486.03564	7679.227593
TCGA-34-5240-01A-01R-1443-07	TCGA-34-5240-01A-01R-1443-07T9900RG5_TINIT.mat	TCGA-34-5240-01A-01R-1443-07T9900RG5.xml	1075	0.99	0.05	0.932112	0.861431	0	0.299658	8088.720801	1495.129056
TCGA-AF-2692-01A-01R-0821-07	TCGA-AF-2692-01A-01R-0821-07T9900RG5_TINIT.mat	TCGA-AF-2692-01A-01R-0821-07T9900RG5.xml	361	0.99	0.05	0.941269	0.861429	0	0.240192	21213.1834	1612.451472
TCGA-D8-A147-01A-11R-A115-07	TCGA-D8-A147-01A-11R-A115-07T9900RG5_TINIT.mat	TCGA-D8-A147-01A-11R-A115-07T9900RG5.xml	257	0.99	0.05	0.930849	0.861417	0	0.268456	13924.88723	2396.229941
TCGA-19-2629-01A-01R-1850-01	TCGA-19-2629-01A-01R-1850-01T9900RG5_TINIT.mat	TCGA-19-2629-01A-01R-1850-01T9900RG5.xml	480	0.99	0.05	0.932744	0.861383	0	0.252738	13607.78731	2181.466651
TCGA-AA-3522-01A-01R-0821-07	TCGA-AA-3522-01A-01R-0821-07T9900RG5_TINIT.mat	TCGA-AA-3522-01A-01R-0821-07T9900RG5.xml	449	0.99	0.05	0.938743	0.8613	0	0.278496	23597.97645	2276.479458
TCGA-C8-A12Z-01A-11R-A115-07	TCGA-C8-A12Z-01A-11R-A115-07T9900RG5_TINIT.mat	TCGA-C8-A12Z-01A-11R-A115-07T9900RG5.xml	263	0.99	0.05	0.930218	0.861299	0	0.339597	18325.89737	3205.065248
TCGA-DU-7292-01A-11R-2027-07	TCGA-DU-7292-01A-11R-2027-07T9900RG5_TINIT.mat	TCGA-DU-7292-01A-11R-2027-07T9900RG5.xml	766	0.99	0.05	0.93527	0.861183	0	0.330852	20129.57238	4353.546032
TCGA-CR-7379-01A-11R-2016-07	TCGA-CR-7379-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CR-7379-01A-11R-2016-07T9900RG5.xml	97	0.99	0.05	0.934638	0.861178	0	0.288184	25166.65738	2131.133988
TCGA-D8-A1JK-01A-11R-A13Q-07	TCGA-D8-A1JK-01A-11R-A13Q-07T9900RG5_TINIT.mat	TCGA-D8-A1JK-01A-11R-A13Q-07T9900RG5.xml	314	0.99	0.05	0.932112	0.861096	0	0.320924	16399.66616	2587.904491
TCGA-B0-5116-01A-02R-1420-07	TCGA-B0-5116-01A-02R-1420-07T9900RG5_TINIT.mat	TCGA-B0-5116-01A-02R-1420-07T9900RG5.xml	863	0.99	0.05	0.947584	0.861087	0	0.229753	34088.85666	2203.090812
TCGA-39-5028-01A-01R-1443-07	TCGA-39-5028-01A-01R-1443-07T9900RG5_TINIT.mat	TCGA-39-5028-01A-01R-1443-07T9900RG5.xml	1059	0.99	0.05	0.937165	0.861064	0	0.273438	27137.05687	1420.276005
TCGA-75-5146-01A-01R-1628-07	TCGA-75-5146-01A-01R-1628-07T9900RG5_TINIT.mat	TCGA-75-5146-01A-01R-1628-07T9900RG5.xml	517	0.99	0.05	0.932744	0.861046	0	0.428507	13085.07683	4600.50405
TCGA-AG-3878-01A-02R-0905-07	TCGA-AG-3878-01A-02R-0905-07T9900RG5_TINIT.mat	TCGA-AG-3878-01A-02R-0905-07T9900RG5.xml	342	0.99	0.05	0.936217	0.861018	0	0.268595	24069.72431	671.039045
TCGA-06-2559-01A-01R-1849-01	TCGA-06-2559-01A-01R-1849-01T9900RG5_TINIT.mat	TCGA-06-2559-01A-01R-1849-01T9900RG5.xml	486	0.99	0.05	0.934323	0.860996	0	0.835118	20671.1006	4499.179825
TCGA-AA-A00R-01A-01R-A002-07	TCGA-AA-A00R-01A-01R-A002-07T9900RG5_TINIT.mat	TCGA-AA-A00R-01A-01R-A002-07T9900RG5.xml	394	0.99	0.05	0.933375	0.860979	0	0.705623	13066.34931	3062.977312
TCGA-CN-6994-01A-11R-1915-07	TCGA-CN-6994-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CN-6994-01A-11R-1915-07T9900RG5.xml	136	0.99	0.05	0.934323	0.860969	0	0.481978	22463.49275	2936.028435
TCGA-46-6025-01A-11R-1820-07	TCGA-46-6025-01A-11R-1820-07T9900RG5_TINIT.mat	TCGA-46-6025-01A-11R-1820-07T9900RG5.xml	1029	0.99	0.05	0.930534	0.860965	0	0.452977	13478.1502	3734.460944
TCGA-35-5375-01A-01R-1628-07	TCGA-35-5375-01A-01R-1628-07T9900RG5_TINIT.mat	TCGA-35-5375-01A-01R-1628-07T9900RG5.xml	568	0.99	0.05	0.932428	0.860947	0	0.257621	12197.51874	2861.072688
TCGA-AA-3695-01A-01R-0905-07	TCGA-AA-3695-01A-01R-0905-07T9900RG5_TINIT.mat	TCGA-AA-3695-01A-01R-0905-07T9900RG5.xml	457	0.99	0.05	0.929902	0.860945	0	0.380313	21129.66351	1944.908446
TCGA-09-2044-01B-01R-1568-13	TCGA-09-2044-01B-01R-1568-13T9900RG5_TINIT.mat	TCGA-09-2044-01B-01R-1568-13T9900RG5.xml	801	0.99	0.05	0.929586	0.860928	0	0.30218	24459.41254	1737.241068
TCGA-33-4538-01A-01R-1201-07	TCGA-33-4538-01A-01R-1201-07T9900RG5_TINIT.mat	TCGA-33-4538-01A-01R-1201-07T9900RG5.xml	980	0.99	0.05	0.933375	0.860865	0	0.248396	26891.22223	698.01979
TCGA-D1-A17B-01A-22R-A12I-07	TCGA-D1-A17B-01A-22R-A12I-07T9900RG5_TINIT.mat	TCGA-D1-A17B-01A-22R-A12I-07T9900RG5.xml	697	0.99	0.05	0.928323	0.860832	0	0.539568	10438.1296	7516.322371
TCGA-B6-A0IK-01A-12R-A056-07	TCGA-B6-A0IK-01A-12R-A056-07T9900RG5_TINIT.mat	TCGA-B6-A0IK-01A-12R-A056-07T9900RG5.xml	267	0.99	0.05	0.929902	0.860797	0	0.516738	21264.78347	2493.921992
TCGA-CN-6988-01A-11R-1915-07	TCGA-CN-6988-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CN-6988-01A-11R-1915-07T9900RG5.xml	124	0.99	0.05	0.932428	0.860694	0	0.255319	24106.75959	2026.297354
TCGA-35-3615-01A-01R-0946-07	TCGA-35-3615-01A-01R-0946-07T9900RG5_TINIT.mat	TCGA-35-3615-01A-01R-0946-07T9900RG5.xml	547	0.99	0.05	0.930534	0.860652	0	0.98896	25961.33733	3123.168597
TCGA-B5-A11E-01A-11R-A10J-07	TCGA-B5-A11E-01A-11R-A10J-07T9900RG5_TINIT.mat	TCGA-B5-A11E-01A-11R-A10J-07T9900RG5.xml	752	0.99	0.05	0.929902	0.860637	0	0.724463	27856.62061	3711.002045
TCGA-18-3407-01A-01R-0980-07	TCGA-18-3407-01A-01R-0980-07T9900RG5_TINIT.mat	TCGA-18-3407-01A-01R-0980-07T9900RG5.xml	1013	0.99	0.05	0.934954	0.860539	0	0.410088	27920.84415	621.274474
TCGA-CR-7394-01A-11R-2016-07	TCGA-CR-7394-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CR-7394-01A-11R-2016-07T9900RG5.xml	45	0.99	0.05	0.933375	0.86052	0	0.266831	11428.05049	2422.184328
TCGA-66-2742-01A-01R-0980-07	TCGA-66-2742-01A-01R-0980-07T9900RG5_TINIT.mat	TCGA-66-2742-01A-01R-0980-07T9900RG5.xml	1019	0.99	0.05	0.93306	0.860513	0	0.290336	15654.49112	2885.25809
TCGA-AG-3909-01A-01R-1119-07	TCGA-AG-3909-01A-01R-1119-07T9900RG5_TINIT.mat	TCGA-AG-3909-01A-01R-1119-07T9900RG5.xml	355	0.99	0.05	0.939059	0.860374	0	0.222447	24173.58239	708.774929
TCGA-CV-5440-01A-01R-1514-07	TCGA-CV-5440-01A-01R-1514-07T9900RG5_TINIT.mat	TCGA-CV-5440-01A-01R-1514-07T9900RG5.xml	172	0.99	0.05	0.936217	0.86033	0	0.217434	31690.55023	615.10038
TCGA-28-2509-01A-01R-1850-01	TCGA-28-2509-01A-01R-1850-01T9900RG5_TINIT.mat	TCGA-28-2509-01A-01R-1850-01T9900RG5.xml	475	0.99	0.05	0.931165	0.860301	0	0.329164	23113.40568	1055.331517
TCGA-49-4507-01A-01R-1206-07	TCGA-49-4507-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-49-4507-01A-01R-1206-07T9900RG5.xml	553	0.99	0.05	0.930534	0.860287	0	0.476289	20627.58053	6099.218958
TCGA-D1-A0ZQ-01A-11R-A118-07	TCGA-D1-A0ZQ-01A-11R-A118-07T9900RG5_TINIT.mat	TCGA-D1-A0ZQ-01A-11R-A118-07T9900RG5.xml	667	0.99	0.05	0.928955	0.860244	0	0.339982	13199.35141	5712.193088
TCGA-AX-A062-01A-11R-A00V-07	TCGA-AX-A062-01A-11R-A00V-07T9900RG5_TINIT.mat	TCGA-AX-A062-01A-11R-A00V-07T9900RG5.xml	650	0.99	0.05	0.930218	0.860236	0	0.393873	12140.37066	3147.251333
TCGA-AN-A0FJ-01A-11R-A00Z-07	TCGA-AN-A0FJ-01A-11R-A00Z-07T9900RG5_TINIT.mat	TCGA-AN-A0FJ-01A-11R-A00Z-07T9900RG5.xml	227	0.99	0.05	0.929271	0.860187	0	0.275356	12505.36534	2609.893929
TCGA-DB-5275-01A-01R-1470-07	TCGA-DB-5275-01A-01R-1470-07T9900RG5_TINIT.mat	TCGA-DB-5275-01A-01R-1470-07T9900RG5.xml	770	0.99	0.05	0.93748	0.860079	0	0.234558	24327.1032	1893.782013
TCGA-80-5611-01A-01R-1628-07	TCGA-80-5611-01A-01R-1628-07T9900RG5_TINIT.mat	TCGA-80-5611-01A-01R-1628-07T9900RG5.xml	536	0.99	0.05	0.931797	0.860053	0	0.297809	23481.05606	1082.94935
TCGA-05-4402-01A-01R-1206-07	TCGA-05-4402-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-05-4402-01A-01R-1206-07T9900RG5.xml	589	0.99	0.05	0.935586	0.860031	0	0.462148	24401.14785	3515.567123
TCGA-D1-A17F-01A-11R-A12I-07	TCGA-D1-A17F-01A-11R-A12I-07T9900RG5_TINIT.mat	TCGA-D1-A17F-01A-11R-A12I-07T9900RG5.xml	741	0.99	0.05	0.92706	0.859948	0	0.773377	14512.21617	10663.01479
TCGA-22-4593-01A-21R-1820-07	TCGA-22-4593-01A-21R-1820-07T9900RG5_TINIT.mat	TCGA-22-4593-01A-21R-1820-07T9900RG5.xml	956	0.99	0.05	0.93306	0.859935	0	0.286182	22932.38544	2342.379469
TCGA-37-5819-01A-01R-1635-07	TCGA-37-5819-01A-01R-1635-07T9900RG5_TINIT.mat	TCGA-37-5819-01A-01R-1635-07T9900RG5.xml	964	0.99	0.05	0.929586	0.859917	0	0.569087	11688.80615	10963.17567
TCGA-37-4141-01A-02R-1100-07	TCGA-37-4141-01A-02R-1100-07T9900RG5_TINIT.mat	TCGA-37-4141-01A-02R-1100-07T9900RG5.xml	1001	0.99	0.05	0.928639	0.859908	0	0.333927	21630.33298	2125.182433
TCGA-21-5787-01A-01R-1635-07	TCGA-21-5787-01A-01R-1635-07T9900RG5_TINIT.mat	TCGA-21-5787-01A-01R-1635-07T9900RG5.xml	978	0.99	0.05	0.928639	0.859848	0	0.801425	20481.84359	7158.32775
TCGA-AP-A0LL-01A-12R-A104-07	TCGA-AP-A0LL-01A-12R-A104-07T9900RG5_TINIT.mat	TCGA-AP-A0LL-01A-12R-A104-07T9900RG5.xml	753	0.99	0.05	0.927376	0.859842	0	0.762161	10661.12033	4366.84929
TCGA-21-5782-01A-01R-1635-07	TCGA-21-5782-01A-01R-1635-07T9900RG5_TINIT.mat	TCGA-21-5782-01A-01R-1635-07T9900RG5.xml	982	0.99	0.05	0.934954	0.85982	0	0.261833	27390.42131	822.505686
TCGA-22-5491-01A-01R-1635-07	TCGA-22-5491-01A-01R-1635-07T9900RG5_TINIT.mat	TCGA-22-5491-01A-01R-1635-07T9900RG5.xml	1037	0.99	0.05	0.931481	0.859796	0	0.226291	24785.69341	1556.753994
TCGA-D8-A1JN-01A-11R-A13Q-07	TCGA-D8-A1JN-01A-11R-A13Q-07T9900RG5_TINIT.mat	TCGA-D8-A1JN-01A-11R-A13Q-07T9900RG5.xml	246	0.99	0.05	0.929902	0.859789	0	0.407701	22800.71242	2683.543232
TCGA-AA-3514-01A-02R-0821-07	TCGA-AA-3514-01A-02R-0821-07T9900RG5_TINIT.mat	TCGA-AA-3514-01A-02R-0821-07T9900RG5.xml	381	0.99	0.05	0.936217	0.859783	0	0.24326	20447.57396	1847.935422
TCGA-50-6590-01A-12R-1858-07	TCGA-50-6590-01A-12R-1858-07T9900RG5_TINIT.mat	TCGA-50-6590-01A-12R-1858-07T9900RG5.xml	605	0.99	0.05	0.933691	0.859766	0	0.271455	24147.78499	648.855191
TCGA-BB-7870-01A-11R-2232-07	TCGA-BB-7870-01A-11R-2232-07T9900RG5_TINIT.mat	TCGA-BB-7870-01A-11R-2232-07T9900RG5.xml	55	0.99	0.05	0.930534	0.859633	0	0.307963	12760.75243	6282.194706
TCGA-C8-A12T-01A-11R-A115-07	TCGA-C8-A12T-01A-11R-A115-07T9900RG5_TINIT.mat	TCGA-C8-A12T-01A-11R-A115-07T9900RG5.xml	251	0.99	0.05	0.933375	0.859554	0	0.257787	12897.04231	2676.67505
TCGA-HZ-7922-01A-11R-2156-07	TCGA-HZ-7922-01A-11R-2156-07T9900RG5_TINIT.mat	TCGA-HZ-7922-01A-11R-2156-07T9900RG5.xml	945	0.99	0.05	0.946953	0.859467	0	0.179712	28526.97545	1104.113074
TCGA-BH-A0DZ-01A-11R-A00Z-07	TCGA-BH-A0DZ-01A-11R-A00Z-07T9900RG5_TINIT.mat	TCGA-BH-A0DZ-01A-11R-A00Z-07T9900RG5.xml	281	0.99	0.05	0.929271	0.859463	0	0.434584	18046.61665	3740.15269
TCGA-55-1592-01A-01R-0946-07	TCGA-55-1592-01A-01R-0946-07T9900RG5_TINIT.mat	TCGA-55-1592-01A-01R-0946-07T9900RG5.xml	512	0.99	0.05	0.934954	0.859378	0	0.224857	22878.88203	1267.787878
TCGA-64-5775-01A-01R-1628-07	TCGA-64-5775-01A-01R-1628-07T9900RG5_TINIT.mat	TCGA-64-5775-01A-01R-1628-07T9900RG5.xml	620	0.99	0.05	0.930218	0.859303	0	0.23712	21394.54906	1533.396356
TCGA-D8-A1XO-01A-11R-A14M-07	TCGA-D8-A1XO-01A-11R-A14M-07T9900RG5_TINIT.mat	TCGA-D8-A1XO-01A-11R-A14M-07T9900RG5.xml	291	0.99	0.05	0.936849	0.859262	0	0.168103	24249.79655	451.249975
TCGA-BA-6873-01A-11R-1873-07	TCGA-BA-6873-01A-11R-1873-07T9900RG5_TINIT.mat	TCGA-BA-6873-01A-11R-1873-07T9900RG5.xml	141	0.99	0.05	0.931797	0.859247	0	0.317595	27323.4899	2379.204551
TCGA-DQ-7589-01A-11R-2232-07	TCGA-DQ-7589-01A-11R-2232-07T9900RG5_TINIT.mat	TCGA-DQ-7589-01A-11R-2232-07T9900RG5.xml	183	0.99	0.05	0.929586	0.859179	0	0.34188	26715.64998	2056.046652
TCGA-33-4586-01A-01R-1443-07	TCGA-33-4586-01A-01R-1443-07T9900RG5_TINIT.mat	TCGA-33-4586-01A-01R-1443-07T9900RG5.xml	990	0.99	0.05	0.931797	0.85906	0	0.248293	14398.03203	3373.971761
TCGA-BP-5182-01A-01R-1426-07	TCGA-BP-5182-01A-01R-1426-07T9900RG5_TINIT.mat	TCGA-BP-5182-01A-01R-1426-07T9900RG5.xml	887	0.99	0.05	0.948216	0.858988	0	0.190078	31466.44749	1441.629849
TCGA-15-1444-01A-02R-1850-01	TCGA-15-1444-01A-02R-1850-01T9900RG5_TINIT.mat	TCGA-15-1444-01A-02R-1850-01T9900RG5.xml	484	0.99	0.05	0.931481	0.858981	0	0.295795	19897.31519	2438.33497
TCGA-AA-3941-01A-01R-1022-07	TCGA-AA-3941-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3941-01A-01R-1022-07T9900RG5.xml	392	0.99	0.05	0.936849	0.858934	0	0.178288	23448.89535	974.005279
TCGA-AG-A00Y-01A-02R-A002-07	TCGA-AG-A00Y-01A-02R-A002-07T9900RG5_TINIT.mat	TCGA-AG-A00Y-01A-02R-A002-07T9900RG5.xml	347	0.99	0.05	0.936849	0.858919	0	0.183974	24899.78758	227.738225
TCGA-73-4658-01A-01R-1755-07	TCGA-73-4658-01A-01R-1755-07T9900RG5_TINIT.mat	TCGA-73-4658-01A-01R-1755-07T9900RG5.xml	557	0.99	0.05	0.930534	0.858798	0	0.440529	22374.05077	5523.092461
TCGA-CV-7177-01A-11R-2016-07	TCGA-CV-7177-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CV-7177-01A-11R-2016-07T9900RG5.xml	213	0.99	0.05	0.932112	0.858729	0	0.292887	15102.58979	2733.312498
TCGA-CQ-5332-01A-01R-1686-07	TCGA-CQ-5332-01A-01R-1686-07T9900RG5_TINIT.mat	TCGA-CQ-5332-01A-01R-1686-07T9900RG5.xml	24	0.99	0.05	0.936849	0.858631	0	0.21628	30419.87384	390.887974
TCGA-55-5899-01A-11R-1628-07	TCGA-55-5899-01A-11R-1628-07T9900RG5_TINIT.mat	TCGA-55-5899-01A-11R-1628-07T9900RG5.xml	599	0.99	0.05	0.934007	0.858592	0	0.291971	23312.92053	1144.371898
TCGA-37-3783-01A-01R-1201-07	TCGA-37-3783-01A-01R-1201-07T9900RG5_TINIT.mat	TCGA-37-3783-01A-01R-1201-07T9900RG5.xml	994	0.99	0.05	0.930218	0.858509	0	0.34988	11005.29497	3468.249519
TCGA-28-2513-01A-01R-1850-01	TCGA-28-2513-01A-01R-1850-01T9900RG5_TINIT.mat	TCGA-28-2513-01A-01R-1850-01T9900RG5.xml	507	0.99	0.05	0.933375	0.858496	0	0.189036	15459.56191	2143.131527
TCGA-06-0645-01A-01R-1849-01	TCGA-06-0645-01A-01R-1849-01T9900RG5_TINIT.mat	TCGA-06-0645-01A-01R-1849-01T9900RG5.xml	483	0.99	0.05	0.936533	0.858488	0	0.265469	34130.40154	461.196765
TCGA-CR-5248-01A-01R-2016-07	TCGA-CR-5248-01A-01R-2016-07T9900RG5_TINIT.mat	TCGA-CR-5248-01A-01R-2016-07T9900RG5.xml	190	0.99	0.05	0.933375	0.858412	0	0.231774	25560.32561	1829.93875
TCGA-AP-A0LE-01A-11R-A104-07	TCGA-AP-A0LE-01A-11R-A104-07T9900RG5_TINIT.mat	TCGA-AP-A0LE-01A-11R-A104-07T9900RG5.xml	717	0.99	0.05	0.92706	0.858375	0	0.641172	13581.22749	4001.533576
TCGA-E1-5307-01A-01R-1896-07	TCGA-E1-5307-01A-01R-1896-07T9900RG5_TINIT.mat	TCGA-E1-5307-01A-01R-1896-07T9900RG5.xml	794	0.99	0.05	0.934007	0.858324	0	0.296988	24026.62472	1082.775564
TCGA-AP-A0L8-01A-11R-A040-07	TCGA-AP-A0L8-01A-11R-A040-07T9900RG5_TINIT.mat	TCGA-AP-A0L8-01A-11R-A040-07T9900RG5.xml	662	0.99	0.05	0.926429	0.858306	0	0.863558	15327.48171	8539.730328
